requisition_id,candidate_id,department,grade,source,applied_date,offer_date,final_stage,joined_flag,employee_id
REQ0100,CAND00712,Engineering,L1,Employee Referral,2019-12-24,2020-02-05,Offered,No,
REQ0100,CAND00713,Engineering,L1,Campus,2020-01-09,,Applied,No,
REQ0101,CAND00714,Engineering,L3,Careers Site,2025-10-24,2025-11-22,Joined,Yes,EMP0101
REQ0101,CAND00715,Engineering,L3,Employee Referral,2025-11-01,,Interviewed,No,
REQ0101,CAND00716,Engineering,L3,LinkedIn,2025-11-12,,Screened,No,
REQ0101,CAND00717,Engineering,L3,Recruitment Agency,2025-11-12,,Applied,No,
REQ0101,CAND00718,Engineering,L3,Campus,2025-10-30,,Screened,No,
REQ0101,CAND00719,Engineering,L3,Employee Referral,2025-10-15,,Screened,No,
REQ0101,CAND00720,Engineering,L3,Naukri,2025-11-09,,Screened,No,
REQ0101,CAND00721,Engineering,L3,LinkedIn,2025-11-12,,Applied,No,
REQ0101,CAND00722,Engineering,L3,LinkedIn,2025-11-01,,Applied,No,
REQ0102,CAND00723,Finance,L1,Naukri,2024-07-05,2024-08-30,Joined,Yes,EMP0102
REQ0102,CAND00724,Finance,L1,LinkedIn,2024-07-03,2024-08-17,Offered,No,
REQ0102,CAND00725,Finance,L1,LinkedIn,2024-06-25,,Screened,No,
REQ0102,CAND00726,Finance,L1,Careers Site,2024-07-03,,Screened,No,
REQ0103,CAND00727,Engineering,L3,Employee Referral,2026-02-23,2026-05-14,Joined,Yes,EMP0103
REQ0103,CAND00728,Engineering,L3,Careers Site,2026-03-10,2026-04-20,Offered,No,
REQ0103,CAND00729,Engineering,L3,Naukri,2026-03-12,,Screened,No,
REQ0103,CAND00730,Engineering,L3,LinkedIn,2026-02-13,2026-03-30,Offered,No,
REQ0103,CAND00731,Engineering,L3,Recruitment Agency,2026-03-02,,Applied,No,
REQ0103,CAND00732,Engineering,L3,Naukri,2026-02-21,,Interviewed,No,
REQ0104,CAND00733,Sales,L4,LinkedIn,2020-12-29,2021-01-15,Joined,Yes,EMP0104
REQ0104,CAND00734,Sales,L4,Careers Site,2021-01-05,2021-02-19,Offered,No,
REQ0104,CAND00735,Sales,L4,Recruitment Agency,2021-01-09,,Screened,No,
REQ0104,CAND00736,Sales,L4,Careers Site,2021-01-11,,Screened,No,
REQ0104,CAND00737,Sales,L4,LinkedIn,2020-12-29,,Screened,No,
REQ0104,CAND00738,Sales,L4,Recruitment Agency,2021-01-15,,Screened,No,
REQ0105,CAND00739,Sales,L2,LinkedIn,2023-08-22,2023-09-16,Joined,Yes,EMP0105
REQ0105,CAND00740,Sales,L2,LinkedIn,2023-09-03,,Applied,No,
REQ0105,CAND00741,Sales,L2,LinkedIn,2023-08-24,,Screened,No,
REQ0105,CAND00742,Sales,L2,Naukri,2023-08-16,,Screened,No,
REQ0105,CAND00743,Sales,L2,LinkedIn,2023-08-28,2023-10-02,Offered,No,
REQ0106,CAND00744,Sales,L2,Naukri,2022-03-16,2022-05-25,Joined,Yes,EMP0106
REQ0106,CAND00745,Sales,L2,Employee Referral,2022-03-10,,Screened,No,
REQ0106,CAND00746,Sales,L2,LinkedIn,2022-03-11,,Screened,No,
REQ0106,CAND00747,Sales,L2,Employee Referral,2022-04-03,,Screened,No,
REQ0106,CAND00748,Sales,L2,Careers Site,2022-03-30,,Applied,No,
REQ0106,CAND00749,Sales,L2,LinkedIn,2022-03-21,,Interviewed,No,
REQ0106,CAND00750,Sales,L2,Careers Site,2022-03-11,,Applied,No,
REQ0107,CAND00751,Sales,L2,Campus,2023-03-06,2023-04-27,Joined,Yes,EMP0107
REQ0107,CAND00752,Sales,L2,LinkedIn,2023-03-06,,Screened,No,
REQ0107,CAND00753,Sales,L2,LinkedIn,2023-03-25,,Screened,No,
REQ0107,CAND00754,Sales,L2,Careers Site,2023-03-24,,Applied,No,
REQ0107,CAND00755,Sales,L2,Naukri,2023-03-21,,Applied,No,
REQ0108,CAND00756,Engineering,L4,LinkedIn,2025-07-15,2025-09-08,Joined,Yes,EMP0108
REQ0108,CAND00757,Engineering,L4,LinkedIn,2025-07-25,,Applied,No,
REQ0108,CAND00758,Engineering,L4,Employee Referral,2025-07-30,,Screened,No,
REQ0108,CAND00759,Engineering,L4,Naukri,2025-07-06,,Screened,No,
REQ0108,CAND00760,Engineering,L4,Naukri,2025-07-25,,Interviewed,No,
REQ0108,CAND00761,Engineering,L4,Careers Site,2025-07-03,,Applied,No,
REQ0108,CAND00762,Engineering,L4,Recruitment Agency,2025-08-03,,Screened,No,
REQ0108,CAND00763,Engineering,L4,LinkedIn,2025-07-10,2025-08-15,Offered,No,
REQ0108,CAND00764,Engineering,L4,Recruitment Agency,2025-08-04,,Applied,No,
REQ0109,CAND00765,Engineering,L2,Careers Site,2022-04-20,2022-05-04,Joined,Yes,EMP0109
REQ0109,CAND00766,Engineering,L2,LinkedIn,2022-04-30,,Applied,No,
REQ0109,CAND00767,Engineering,L2,Employee Referral,2022-04-14,,Interviewed,No,
REQ0109,CAND00768,Engineering,L2,Careers Site,2022-04-12,,Applied,No,
REQ0109,CAND00769,Engineering,L2,Campus,2022-05-10,,Applied,No,
REQ0110,CAND00770,Engineering,L1,Employee Referral,2019-01-15,2019-04-10,Joined,Yes,EMP0110
REQ0110,CAND00771,Engineering,L1,Employee Referral,2019-02-01,2019-03-05,Offered,No,
REQ0110,CAND00772,Engineering,L1,Recruitment Agency,2019-01-05,,Interviewed,No,
REQ0110,CAND00773,Engineering,L1,Recruitment Agency,2019-01-08,,Applied,No,
REQ0110,CAND00774,Engineering,L1,Employee Referral,2019-01-04,2019-01-25,Offered,No,
REQ0110,CAND00775,Engineering,L1,Employee Referral,2019-01-19,,Applied,No,
REQ0110,CAND00776,Engineering,L1,Employee Referral,2019-01-17,2019-03-03,Offered,No,
REQ0111,CAND00777,Customer Success,L1,Recruitment Agency,2025-04-01,2025-05-13,Joined,Yes,EMP0111
REQ0111,CAND00778,Customer Success,L1,LinkedIn,2025-04-09,,Applied,No,
REQ0111,CAND00779,Customer Success,L1,Employee Referral,2025-04-22,2025-05-25,Offered,No,
REQ0111,CAND00780,Customer Success,L1,Naukri,2025-04-11,,Applied,No,
REQ0111,CAND00781,Customer Success,L1,LinkedIn,2025-04-18,2025-05-31,Offered,No,
REQ0112,CAND00782,Sales,L5,Naukri,2021-09-08,2021-10-25,Joined,Yes,EMP0112
REQ0112,CAND00783,Sales,L5,LinkedIn,2021-09-26,,Screened,No,
REQ0112,CAND00784,Sales,L5,LinkedIn,2021-09-20,,Screened,No,
REQ0112,CAND00785,Sales,L5,Recruitment Agency,2021-09-20,,Applied,No,
REQ0112,CAND00786,Sales,L5,Campus,2021-08-30,,Applied,No,
REQ0112,CAND00787,Sales,L5,Naukri,2021-09-26,,Screened,No,
REQ0112,CAND00788,Sales,L5,Careers Site,2021-09-09,,Applied,No,
REQ0112,CAND00789,Sales,L5,Recruitment Agency,2021-09-04,,Interviewed,No,
REQ0113,CAND00790,Sales,L1,Careers Site,2026-01-07,2026-02-03,Joined,Yes,EMP0113
REQ0113,CAND00791,Sales,L1,Campus,2026-01-23,,Interviewed,No,
REQ0113,CAND00792,Sales,L1,LinkedIn,2026-01-21,,Interviewed,No,
REQ0113,CAND00793,Sales,L1,Campus,2025-12-27,2026-01-18,Offered,No,
REQ0113,CAND00794,Sales,L1,Naukri,2026-01-04,,Applied,No,
REQ0113,CAND00795,Sales,L1,Recruitment Agency,2026-01-25,,Applied,No,
REQ0113,CAND00796,Sales,L1,Naukri,2026-01-04,,Screened,No,
REQ0113,CAND00797,Sales,L1,Employee Referral,2026-01-02,,Applied,No,
REQ0114,CAND00798,Human Resources,L6,Campus,2021-04-06,2021-05-15,Joined,Yes,EMP0114
REQ0114,CAND00799,Human Resources,L6,Employee Referral,2021-04-19,2021-05-21,Offered,No,
REQ0114,CAND00800,Human Resources,L6,LinkedIn,2021-04-19,,Applied,No,
REQ0114,CAND00801,Human Resources,L6,LinkedIn,2021-03-29,,Applied,No,
REQ0114,CAND00802,Human Resources,L6,LinkedIn,2021-04-02,,Screened,No,
REQ0114,CAND00803,Human Resources,L6,Recruitment Agency,2021-04-15,,Screened,No,
REQ0114,CAND00804,Human Resources,L6,Recruitment Agency,2021-04-10,,Applied,No,
REQ0114,CAND00805,Human Resources,L6,Employee Referral,2021-04-03,2021-05-16,Offered,No,
REQ0115,CAND00806,Marketing,L3,Employee Referral,2023-02-02,2023-03-12,Joined,Yes,EMP0115
REQ0115,CAND00807,Marketing,L3,Naukri,2023-01-22,,Applied,No,
REQ0115,CAND00808,Marketing,L3,LinkedIn,2023-02-17,,Applied,No,
REQ0115,CAND00809,Marketing,L3,Employee Referral,2023-02-09,2023-03-07,Offered,No,
REQ0115,CAND00810,Marketing,L3,Recruitment Agency,2023-01-31,,Applied,No,
REQ0115,CAND00811,Marketing,L3,LinkedIn,2023-01-29,,Screened,No,
REQ0115,CAND00812,Marketing,L3,LinkedIn,2023-01-31,,Interviewed,No,
REQ0115,CAND00813,Marketing,L3,Recruitment Agency,2023-02-23,,Applied,No,
REQ0115,CAND00814,Marketing,L3,Recruitment Agency,2023-02-14,,Screened,No,
REQ0115,CAND00815,Marketing,L3,Employee Referral,2023-01-20,2023-02-26,Offered,No,
REQ0116,CAND00816,Sales,L3,Employee Referral,2019-07-06,2019-09-07,Joined,Yes,EMP0116
REQ0116,CAND00817,Sales,L3,Careers Site,2019-06-22,,Applied,No,
REQ0116,CAND00818,Sales,L3,Careers Site,2019-07-19,,Applied,No,
REQ0116,CAND00819,Sales,L3,Naukri,2019-07-16,,Applied,No,
REQ0117,CAND00820,Engineering,L4,LinkedIn,2019-12-10,2020-01-18,Joined,Yes,EMP0117
REQ0117,CAND00821,Engineering,L4,Careers Site,2019-12-07,,Applied,No,
REQ0117,CAND00822,Engineering,L4,Employee Referral,2019-12-04,,Screened,No,
REQ0117,CAND00823,Engineering,L4,Employee Referral,2019-12-22,,Interviewed,No,
REQ0117,CAND00824,Engineering,L4,Naukri,2019-12-28,,Applied,No,
REQ0117,CAND00825,Engineering,L4,Employee Referral,2019-12-22,,Applied,No,
REQ0117,CAND00826,Engineering,L4,Employee Referral,2019-12-07,,Applied,No,
REQ0117,CAND00827,Engineering,L4,Careers Site,2019-12-12,,Applied,No,
REQ0117,CAND00828,Engineering,L4,LinkedIn,2019-11-27,,Applied,No,
REQ0117,CAND00829,Engineering,L4,LinkedIn,2019-12-15,,Applied,No,
REQ0118,CAND00830,Engineering,L3,Naukri,2022-03-03,2022-04-04,Joined,Yes,EMP0118
REQ0118,CAND00831,Engineering,L3,LinkedIn,2022-02-21,2022-04-03,Offered,No,
REQ0118,CAND00832,Engineering,L3,Careers Site,2022-03-02,,Screened,No,
REQ0118,CAND00833,Engineering,L3,LinkedIn,2022-02-17,,Interviewed,No,
REQ0118,CAND00834,Engineering,L3,Employee Referral,2022-03-23,,Screened,No,
REQ0118,CAND00835,Engineering,L3,LinkedIn,2022-02-22,2022-03-21,Offered,No,
REQ0118,CAND00836,Engineering,L3,LinkedIn,2022-03-09,,Screened,No,
REQ0118,CAND00837,Engineering,L3,Careers Site,2022-03-11,,Applied,No,
REQ0119,CAND00838,Sales,L1,Careers Site,2023-05-20,2023-06-24,Joined,Yes,EMP0119
REQ0119,CAND00839,Sales,L1,Employee Referral,2023-05-25,2023-07-05,Offered,No,
REQ0119,CAND00840,Sales,L1,Naukri,2023-06-05,,Applied,No,
REQ0119,CAND00841,Sales,L1,Naukri,2023-05-17,,Interviewed,No,
REQ0120,CAND00842,Customer Success,L1,Naukri,2021-04-30,2021-06-22,Joined,Yes,EMP0120
REQ0120,CAND00843,Customer Success,L1,Naukri,2021-04-20,,Applied,No,
REQ0120,CAND00844,Customer Success,L1,Naukri,2021-05-16,,Applied,No,
REQ0120,CAND00845,Customer Success,L1,Campus,2021-04-24,,Screened,No,
REQ0120,CAND00846,Customer Success,L1,LinkedIn,2021-05-06,2021-05-30,Offered,No,
REQ0120,CAND00847,Customer Success,L1,Campus,2021-04-25,,Applied,No,
REQ0120,CAND00848,Customer Success,L1,Recruitment Agency,2021-05-19,,Screened,No,
REQ0121,CAND00849,Engineering,L2,Employee Referral,2022-04-07,2022-06-29,Joined,Yes,EMP0121
REQ0121,CAND00850,Engineering,L2,Naukri,2022-04-28,,Applied,No,
REQ0121,CAND00851,Engineering,L2,LinkedIn,2022-03-25,2022-04-27,Offered,No,
REQ0121,CAND00852,Engineering,L2,Campus,2022-03-31,,Applied,No,
REQ0121,CAND00853,Engineering,L2,Recruitment Agency,2022-03-26,,Interviewed,No,
REQ0121,CAND00854,Engineering,L2,Campus,2022-03-25,,Interviewed,No,
REQ0121,CAND00855,Engineering,L2,Campus,2022-03-26,,Applied,No,
REQ0121,CAND00856,Engineering,L2,LinkedIn,2022-04-13,,Applied,No,
REQ0121,CAND00857,Engineering,L2,Employee Referral,2022-04-12,,Screened,No,
REQ0122,CAND00858,Finance,L3,LinkedIn,2022-10-31,2023-01-16,Joined,Yes,EMP0122
REQ0122,CAND00859,Finance,L3,Recruitment Agency,2022-11-16,,Screened,No,
REQ0122,CAND00860,Finance,L3,Campus,2022-11-07,,Applied,No,
REQ0122,CAND00861,Finance,L3,Naukri,2022-11-03,,Applied,No,
REQ0122,CAND00862,Finance,L3,Employee Referral,2022-10-31,,Interviewed,No,
REQ0122,CAND00863,Finance,L3,Campus,2022-11-20,,Applied,No,
REQ0122,CAND00864,Finance,L3,Campus,2022-10-31,,Interviewed,No,
REQ0123,CAND00865,Product,L2,Employee Referral,2021-07-13,2021-09-22,Joined,Yes,EMP0123
REQ0123,CAND00866,Product,L2,Recruitment Agency,2021-07-08,,Applied,No,
REQ0123,CAND00867,Product,L2,LinkedIn,2021-06-29,,Applied,No,
REQ0123,CAND00868,Product,L2,Recruitment Agency,2021-07-13,,Applied,No,
REQ0123,CAND00869,Product,L2,LinkedIn,2021-07-19,,Interviewed,No,
REQ0124,CAND00870,Customer Success,L3,Campus,2024-11-09,2024-12-03,Joined,Yes,EMP0124
REQ0124,CAND00871,Customer Success,L3,Employee Referral,2024-11-30,2025-01-01,Offered,No,
REQ0124,CAND00872,Customer Success,L3,LinkedIn,2024-11-03,,Applied,No,
REQ0124,CAND00873,Customer Success,L3,Campus,2024-11-30,,Applied,No,
REQ0125,CAND00874,Engineering,L1,LinkedIn,2026-03-09,2026-05-01,Joined,Yes,EMP0125
REQ0125,CAND00875,Engineering,L1,Recruitment Agency,2026-03-23,,Applied,No,
REQ0125,CAND00876,Engineering,L1,Naukri,2026-02-24,,Applied,No,
REQ0125,CAND00877,Engineering,L1,LinkedIn,2026-02-28,2026-04-06,Offered,No,
REQ0125,CAND00878,Engineering,L1,LinkedIn,2026-02-26,,Applied,No,
REQ0125,CAND00879,Engineering,L1,LinkedIn,2026-03-14,,Applied,No,
REQ0125,CAND00880,Engineering,L1,Campus,2026-03-05,,Applied,No,
REQ0125,CAND00881,Engineering,L1,LinkedIn,2026-03-02,,Applied,No,
REQ0125,CAND00882,Engineering,L1,Recruitment Agency,2026-03-16,,Screened,No,
REQ0126,CAND00883,Sales,L3,LinkedIn,2020-12-09,2021-02-20,Joined,Yes,EMP0126
REQ0126,CAND00884,Sales,L3,Campus,2020-11-27,,Interviewed,No,
REQ0126,CAND00885,Sales,L3,Recruitment Agency,2020-12-13,,Applied,No,
REQ0126,CAND00886,Sales,L3,Recruitment Agency,2020-12-08,,Applied,No,
REQ0126,CAND00887,Sales,L3,Employee Referral,2020-12-28,2021-01-20,Offered,No,
REQ0127,CAND00888,Customer Success,L6,Careers Site,2022-12-30,2023-03-14,Joined,Yes,EMP0127
REQ0127,CAND00889,Customer Success,L6,Recruitment Agency,2023-01-18,,Applied,No,
REQ0127,CAND00890,Customer Success,L6,LinkedIn,2022-12-29,,Applied,No,
REQ0127,CAND00891,Customer Success,L6,Campus,2022-12-30,,Applied,No,
REQ0128,CAND00892,Customer Success,L1,Campus,2020-11-16,2020-12-25,Joined,Yes,EMP0128
REQ0128,CAND00893,Customer Success,L1,Careers Site,2020-12-05,,Interviewed,No,
REQ0128,CAND00894,Customer Success,L1,LinkedIn,2020-12-07,,Interviewed,No,
REQ0128,CAND00895,Customer Success,L1,Naukri,2020-12-04,,Screened,No,
REQ0128,CAND00896,Customer Success,L1,Employee Referral,2020-11-15,,Screened,No,
REQ0128,CAND00897,Customer Success,L1,Campus,2020-11-23,,Interviewed,No,
REQ0128,CAND00898,Customer Success,L1,LinkedIn,2020-11-06,,Screened,No,
REQ0128,CAND00899,Customer Success,L1,Employee Referral,2020-12-07,2021-01-19,Offered,No,
REQ0129,CAND00900,Sales,L1,Employee Referral,2019-11-21,2019-12-11,Joined,Yes,EMP0129
REQ0129,CAND00901,Sales,L1,Careers Site,2019-11-14,,Applied,No,
REQ0129,CAND00902,Sales,L1,Recruitment Agency,2019-11-24,,Applied,No,
REQ0129,CAND00903,Sales,L1,Naukri,2019-12-08,,Applied,No,
REQ0129,CAND00904,Sales,L1,Employee Referral,2019-11-22,,Screened,No,
REQ0129,CAND00905,Sales,L1,Recruitment Agency,2019-12-09,,Applied,No,
REQ0129,CAND00906,Sales,L1,Employee Referral,2019-11-23,,Interviewed,No,
REQ0129,CAND00907,Sales,L1,Employee Referral,2019-11-11,,Screened,No,
REQ0129,CAND00908,Sales,L1,LinkedIn,2019-12-01,,Applied,No,
REQ0129,CAND00909,Sales,L1,Naukri,2019-12-07,,Applied,No,
REQ0130,CAND00910,Finance,L5,LinkedIn,2021-02-02,2021-03-15,Joined,Yes,EMP0130
REQ0130,CAND00911,Finance,L5,LinkedIn,2021-02-15,,Applied,No,
REQ0130,CAND00912,Finance,L5,Employee Referral,2021-02-06,,Applied,No,
REQ0130,CAND00913,Finance,L5,Naukri,2021-02-18,,Applied,No,
REQ0130,CAND00914,Finance,L5,Recruitment Agency,2021-01-28,,Applied,No,
REQ0130,CAND00915,Finance,L5,LinkedIn,2021-02-09,,Applied,No,
REQ0130,CAND00916,Finance,L5,Employee Referral,2021-02-23,,Interviewed,No,
REQ0131,CAND00917,Operations,L2,Campus,2025-01-09,2025-01-18,Joined,Yes,EMP0131
REQ0131,CAND00918,Operations,L2,LinkedIn,2025-01-06,,Screened,No,
REQ0131,CAND00919,Operations,L2,Recruitment Agency,2025-01-21,,Applied,No,
REQ0131,CAND00920,Operations,L2,Campus,2025-01-29,,Interviewed,No,
REQ0131,CAND00921,Operations,L2,Recruitment Agency,2024-12-27,,Applied,No,
REQ0131,CAND00922,Operations,L2,Employee Referral,2025-01-15,2025-02-04,Offered,No,
REQ0131,CAND00923,Operations,L2,Naukri,2025-01-12,,Applied,No,
REQ0131,CAND00924,Operations,L2,LinkedIn,2024-12-31,2025-01-20,Offered,No,
REQ0131,CAND00925,Operations,L2,Employee Referral,2025-01-26,,Interviewed,No,
REQ0132,CAND00926,Engineering,L4,Employee Referral,2020-10-06,2021-01-01,Joined,Yes,EMP0132
REQ0132,CAND00927,Engineering,L4,LinkedIn,2020-10-21,,Interviewed,No,
REQ0132,CAND00928,Engineering,L4,Campus,2020-10-01,,Screened,No,
REQ0132,CAND00929,Engineering,L4,Recruitment Agency,2020-10-20,,Applied,No,
REQ0132,CAND00930,Engineering,L4,Naukri,2020-10-02,,Screened,No,
REQ0132,CAND00931,Engineering,L4,Employee Referral,2020-10-06,,Screened,No,
REQ0132,CAND00932,Engineering,L4,Campus,2020-09-28,,Applied,No,
REQ0132,CAND00933,Engineering,L4,Campus,2020-09-22,,Applied,No,
REQ0132,CAND00934,Engineering,L4,LinkedIn,2020-10-17,,Interviewed,No,
REQ0132,CAND00935,Engineering,L4,Employee Referral,2020-09-22,,Interviewed,No,
REQ0133,CAND00936,Engineering,L4,LinkedIn,2022-11-20,2023-02-23,Joined,Yes,EMP0133
REQ0133,CAND00937,Engineering,L4,Campus,2022-12-09,,Applied,No,
REQ0133,CAND00938,Engineering,L4,Recruitment Agency,2022-12-06,,Applied,No,
REQ0133,CAND00939,Engineering,L4,LinkedIn,2022-11-28,2022-12-23,Offered,No,
REQ0133,CAND00940,Engineering,L4,Recruitment Agency,2022-11-14,,Applied,No,
REQ0134,CAND00941,Engineering,L2,Recruitment Agency,2022-07-27,2022-08-14,Joined,Yes,EMP0134
REQ0134,CAND00942,Engineering,L2,LinkedIn,2022-08-17,,Applied,No,
REQ0134,CAND00943,Engineering,L2,LinkedIn,2022-07-18,,Screened,No,
REQ0134,CAND00944,Engineering,L2,LinkedIn,2022-08-07,,Applied,No,
REQ0134,CAND00945,Engineering,L2,LinkedIn,2022-07-16,,Interviewed,No,
REQ0134,CAND00946,Engineering,L2,Recruitment Agency,2022-07-29,,Applied,No,
REQ0134,CAND00947,Engineering,L2,Campus,2022-07-29,,Interviewed,No,
REQ0135,CAND00948,Engineering,L4,LinkedIn,2023-06-01,2023-07-03,Joined,Yes,EMP0135
REQ0135,CAND00949,Engineering,L4,Careers Site,2023-05-22,,Screened,No,
REQ0135,CAND00950,Engineering,L4,Careers Site,2023-05-24,,Applied,No,
REQ0135,CAND00951,Engineering,L4,Naukri,2023-06-01,,Applied,No,
REQ0135,CAND00952,Engineering,L4,Employee Referral,2023-05-23,2023-07-06,Offered,No,
REQ0135,CAND00953,Engineering,L4,LinkedIn,2023-06-06,,Applied,No,
REQ0136,CAND00954,Product,L1,Campus,2025-10-02,2025-11-25,Joined,Yes,EMP0136
REQ0136,CAND00955,Product,L1,Naukri,2025-10-02,,Screened,No,
REQ0136,CAND00956,Product,L1,LinkedIn,2025-10-18,,Applied,No,
REQ0136,CAND00957,Product,L1,Naukri,2025-10-11,,Interviewed,No,
REQ0136,CAND00958,Product,L1,Campus,2025-09-23,,Screened,No,
REQ0137,CAND00959,Engineering,L2,Naukri,2021-09-02,2021-12-03,Joined,Yes,EMP0137
REQ0137,CAND00960,Engineering,L2,LinkedIn,2021-08-28,,Screened,No,
REQ0137,CAND00961,Engineering,L2,LinkedIn,2021-08-30,,Interviewed,No,
REQ0137,CAND00962,Engineering,L2,Campus,2021-08-31,,Applied,No,
REQ0137,CAND00963,Engineering,L2,LinkedIn,2021-08-19,,Applied,No,
REQ0137,CAND00964,Engineering,L2,LinkedIn,2021-08-25,,Interviewed,No,
REQ0137,CAND00965,Engineering,L2,Campus,2021-09-06,,Screened,No,
REQ0137,CAND00966,Engineering,L2,Employee Referral,2021-08-20,2021-10-02,Offered,No,
REQ0137,CAND00967,Engineering,L2,Naukri,2021-09-02,,Applied,No,
REQ0137,CAND00968,Engineering,L2,Campus,2021-09-16,,Applied,No,
REQ0138,CAND00969,Human Resources,L2,Employee Referral,2024-06-27,2024-09-14,Joined,Yes,EMP0138
REQ0138,CAND00970,Human Resources,L2,Naukri,2024-07-13,,Applied,No,
REQ0138,CAND00971,Human Resources,L2,Employee Referral,2024-06-28,,Applied,No,
REQ0138,CAND00972,Human Resources,L2,Careers Site,2024-07-13,,Screened,No,
REQ0138,CAND00973,Human Resources,L2,Employee Referral,2024-06-29,,Interviewed,No,
REQ0139,CAND00974,Sales,L4,Naukri,2023-12-03,2024-03-06,Joined,Yes,EMP0139
REQ0139,CAND00975,Sales,L4,Campus,2023-12-07,,Applied,No,
REQ0139,CAND00976,Sales,L4,Recruitment Agency,2023-12-13,,Screened,No,
REQ0139,CAND00977,Sales,L4,LinkedIn,2023-12-13,,Screened,No,
REQ0139,CAND00978,Sales,L4,Employee Referral,2023-12-07,2024-01-03,Offered,No,
REQ0139,CAND00979,Sales,L4,Recruitment Agency,2023-12-02,,Interviewed,No,
REQ0139,CAND00980,Sales,L4,Careers Site,2023-11-22,,Screened,No,
REQ0139,CAND00981,Sales,L4,LinkedIn,2023-12-18,,Applied,No,
REQ0139,CAND00982,Sales,L4,LinkedIn,2023-11-28,,Screened,No,
REQ0139,CAND00983,Sales,L4,Naukri,2023-11-26,,Applied,No,
REQ0140,CAND00984,Finance,L1,Recruitment Agency,2024-12-05,2025-02-06,Joined,Yes,EMP0140
REQ0140,CAND00985,Finance,L1,Naukri,2024-11-30,,Applied,No,
REQ0140,CAND00986,Finance,L1,Employee Referral,2024-12-05,2025-01-14,Offered,No,
REQ0140,CAND00987,Finance,L1,LinkedIn,2024-12-23,,Applied,No,
REQ0140,CAND00988,Finance,L1,Careers Site,2024-12-07,2024-12-30,Offered,No,
REQ0140,CAND00989,Finance,L1,Careers Site,2024-12-11,,Applied,No,
REQ0141,CAND00990,Operations,L4,Employee Referral,2021-04-09,2021-05-22,Joined,Yes,EMP0141
REQ0141,CAND00991,Operations,L4,LinkedIn,2021-04-06,,Screened,No,
REQ0141,CAND00992,Operations,L4,Naukri,2021-04-03,,Applied,No,
REQ0141,CAND00993,Operations,L4,Careers Site,2021-04-15,,Interviewed,No,
REQ0141,CAND00994,Operations,L4,Recruitment Agency,2021-04-09,,Applied,No,
REQ0141,CAND00995,Operations,L4,Careers Site,2021-04-30,,Applied,No,
REQ0141,CAND00996,Operations,L4,Employee Referral,2021-03-30,2021-04-20,Offered,No,
REQ0142,CAND00997,Customer Success,L4,Campus,2020-09-30,2020-12-29,Joined,Yes,EMP0142
REQ0142,CAND00998,Customer Success,L4,Recruitment Agency,2020-10-02,,Applied,No,
REQ0142,CAND00999,Customer Success,L4,Careers Site,2020-10-18,,Screened,No,
REQ0142,CAND01000,Customer Success,L4,Campus,2020-10-04,,Screened,No,
REQ0142,CAND01001,Customer Success,L4,Naukri,2020-09-25,,Interviewed,No,
REQ0142,CAND01002,Customer Success,L4,Recruitment Agency,2020-10-01,,Applied,No,
REQ0142,CAND01003,Customer Success,L4,LinkedIn,2020-09-29,,Interviewed,No,
REQ0143,CAND01004,Marketing,L5,Employee Referral,2021-02-15,2021-05-04,Joined,Yes,EMP0143
REQ0143,CAND01005,Marketing,L5,Recruitment Agency,2021-02-05,,Screened,No,
REQ0143,CAND01006,Marketing,L5,LinkedIn,2021-02-19,,Applied,No,
REQ0143,CAND01007,Marketing,L5,Employee Referral,2021-02-02,,Screened,No,
REQ0143,CAND01008,Marketing,L5,Campus,2021-02-16,,Screened,No,
REQ0143,CAND01009,Marketing,L5,LinkedIn,2021-02-06,,Screened,No,
REQ0143,CAND01010,Marketing,L5,Naukri,2021-02-01,,Screened,No,
REQ0144,CAND01011,Customer Success,L2,Naukri,2019-01-26,2019-03-30,Joined,Yes,EMP0144
REQ0144,CAND01012,Customer Success,L2,Campus,2019-02-07,,Screened,No,
REQ0144,CAND01013,Customer Success,L2,Employee Referral,2019-01-20,2019-03-03,Offered,No,
REQ0144,CAND01014,Customer Success,L2,LinkedIn,2019-01-21,,Applied,No,
REQ0144,CAND01015,Customer Success,L2,Recruitment Agency,2019-02-10,,Screened,No,
REQ0144,CAND01016,Customer Success,L2,Naukri,2019-02-13,,Interviewed,No,
REQ0145,CAND01017,Operations,L3,LinkedIn,2020-01-05,2020-01-24,Joined,Yes,EMP0145
REQ0145,CAND01018,Operations,L3,Campus,2019-12-25,,Interviewed,No,
REQ0145,CAND01019,Operations,L3,LinkedIn,2020-01-10,,Applied,No,
REQ0145,CAND01020,Operations,L3,Employee Referral,2020-01-20,2020-02-24,Offered,No,
REQ0145,CAND01021,Operations,L3,Recruitment Agency,2020-01-18,,Applied,No,
REQ0145,CAND01022,Operations,L3,Recruitment Agency,2020-01-25,,Applied,No,
REQ0145,CAND01023,Operations,L3,Careers Site,2020-01-12,,Applied,No,
REQ0146,CAND01024,Sales,L6,Naukri,2025-03-06,2025-05-02,Joined,Yes,EMP0146
REQ0146,CAND01025,Sales,L6,LinkedIn,2025-03-05,,Applied,No,
REQ0146,CAND01026,Sales,L6,Naukri,2025-03-06,,Interviewed,No,
REQ0146,CAND01027,Sales,L6,Naukri,2025-03-09,,Screened,No,
