employee_id,month,working_days,days_present,days_absent,leave_type
EMP0298,2025-05,20,17,3,Casual
EMP0299,2025-05,20,19,1,Sick
EMP0303,2025-05,20,18,2,Sick
EMP0304,2025-05,20,18,2,None
EMP0306,2025-05,20,17,3,Casual
EMP0310,2025-05,20,18,2,Sick
EMP0311,2025-05,20,19,1,Sick
EMP0312,2025-05,20,17,3,Earned
EMP0314,2025-05,20,18,2,Casual
EMP0315,2025-05,20,18,2,Unpaid
EMP0318,2025-05,20,16,4,Casual
EMP0320,2025-05,20,19,1,Casual
EMP0323,2025-05,20,15,5,Earned
EMP0327,2025-05,20,20,0,None
EMP0330,2025-05,20,18,2,Unpaid
EMP0331,2025-05,20,17,3,None
EMP0332,2025-05,20,19,1,Unpaid
EMP0333,2025-05,20,19,1,Sick
EMP0334,2025-05,20,18,2,Earned
EMP0337,2025-05,20,19,1,None
EMP0338,2025-05,20,18,2,Sick
EMP0339,2025-05,20,20,0,None
EMP0340,2025-05,20,17,3,None
EMP0343,2025-05,20,20,0,None
EMP0344,2025-05,20,20,0,None
EMP0347,2025-05,20,19,1,None
EMP0349,2025-05,20,18,2,Unpaid
EMP0351,2025-05,20,17,3,Casual
EMP0352,2025-05,20,20,0,None
EMP0354,2025-05,20,16,4,Unpaid
EMP0356,2025-05,20,18,2,Unpaid
EMP0357,2025-05,20,18,2,Sick
EMP0358,2025-05,20,18,2,Sick
EMP0359,2025-05,20,19,1,Sick
EMP0361,2025-05,20,20,0,None
EMP0362,2025-05,20,20,0,None
EMP0363,2025-05,20,19,1,Earned
EMP0364,2025-05,20,17,3,Unpaid
EMP0365,2025-05,20,18,2,None
EMP0367,2025-05,20,15,5,Casual
EMP0370,2025-05,20,17,3,Earned
EMP0371,2025-05,20,19,1,Unpaid
EMP0372,2025-05,20,17,3,Casual
EMP0377,2025-05,20,19,1,Sick
EMP0379,2025-05,20,18,2,Casual
EMP0381,2025-05,20,19,1,Sick
EMP0383,2025-05,20,19,1,Sick
EMP0386,2025-05,20,20,0,None
EMP0387,2025-05,20,19,1,None
EMP0388,2025-05,20,18,2,Earned
EMP0389,2025-05,20,18,2,None
EMP0390,2025-05,20,16,4,None
EMP0391,2025-05,20,18,2,Casual
EMP0392,2025-05,20,16,4,None
EMP0394,2025-05,20,20,0,None
EMP0395,2025-05,20,20,0,None
EMP0396,2025-05,20,18,2,Casual
EMP0397,2025-05,20,20,0,None
EMP0398,2025-05,20,16,4,Unpaid
EMP0400,2025-05,20,20,0,None
EMP0401,2025-05,20,17,3,None
EMP0402,2025-05,20,19,1,Sick
EMP0403,2025-05,20,19,1,None
EMP0404,2025-05,20,19,1,Sick
EMP0405,2025-05,20,17,3,Earned
EMP0407,2025-05,20,18,2,Unpaid
EMP0408,2025-05,20,19,1,Earned
EMP0411,2025-05,20,19,1,Unpaid
EMP0412,2025-05,20,18,2,Earned
EMP0415,2025-05,20,19,1,Sick
EMP0416,2025-05,20,18,2,None
EMP0417,2025-05,20,17,3,Casual
EMP0418,2025-05,20,17,3,Sick
EMP0419,2025-05,20,19,1,Sick
EMP0002,2025-06,22,20,2,Casual
EMP0003,2025-06,22,20,2,Sick
EMP0006,2025-06,22,20,2,Casual
EMP0007,2025-06,22,19,3,Unpaid
EMP0010,2025-06,22,22,0,None
EMP0011,2025-06,22,18,4,Earned
EMP0013,2025-06,22,18,4,Earned
EMP0014,2025-06,22,21,1,Casual
EMP0015,2025-06,22,20,2,None
EMP0019,2025-06,22,22,0,None
EMP0020,2025-06,22,20,2,Casual
EMP0023,2025-06,22,22,0,None
EMP0024,2025-06,22,20,2,None
EMP0025,2025-06,22,20,2,None
EMP0026,2025-06,22,22,0,None
EMP0028,2025-06,22,21,1,None
EMP0029,2025-06,22,22,0,None
EMP0030,2025-06,22,18,4,Sick
EMP0031,2025-06,22,22,0,None
EMP0032,2025-06,22,21,1,None
EMP0035,2025-06,22,18,4,Casual
EMP0038,2025-06,22,22,0,None
EMP0043,2025-06,22,22,0,None
EMP0044,2025-06,22,22,0,None
EMP0045,2025-06,22,21,1,Sick
EMP0046,2025-06,22,20,2,Unpaid
EMP0047,2025-06,22,22,0,None
EMP0048,2025-06,22,20,2,Unpaid
EMP0050,2025-06,22,21,1,Sick
EMP0052,2025-06,22,19,3,Casual
EMP0055,2025-06,22,18,4,None
EMP0056,2025-06,22,22,0,None
EMP0057,2025-06,22,19,3,Sick
EMP0062,2025-06,22,20,2,Earned
EMP0063,2025-06,22,22,0,None
EMP0064,2025-06,22,21,1,Unpaid
EMP0065,2025-06,22,18,4,Casual
EMP0066,2025-06,22,22,0,None
EMP0071,2025-06,22,19,3,Earned
EMP0074,2025-06,22,22,0,None
EMP0076,2025-06,22,19,3,Casual
EMP0077,2025-06,22,21,1,Earned
EMP0079,2025-06,22,19,3,Sick
EMP0080,2025-06,22,20,2,Unpaid
EMP0081,2025-06,22,18,4,Unpaid
EMP0082,2025-06,22,19,3,Sick
EMP0083,2025-06,22,20,2,Unpaid
EMP0084,2025-06,22,20,2,Earned
EMP0085,2025-06,22,20,2,Unpaid
EMP0086,2025-06,22,19,3,Casual
EMP0087,2025-06,22,20,2,Unpaid
EMP0089,2025-06,22,21,1,Earned
EMP0092,2025-06,22,21,1,Earned
EMP0093,2025-06,22,21,1,Sick
EMP0094,2025-06,22,21,1,None
EMP0097,2025-06,22,18,4,Unpaid
EMP0098,2025-06,22,18,4,Unpaid
EMP0099,2025-06,22,22,0,None
EMP0100,2025-06,22,21,1,Earned
EMP0102,2025-06,22,20,2,None
EMP0104,2025-06,22,20,2,Unpaid
EMP0105,2025-06,22,20,2,Unpaid
EMP0106,2025-06,22,18,4,Unpaid
EMP0107,2025-06,22,20,2,Sick
EMP0109,2025-06,22,20,2,Unpaid
EMP0112,2025-06,22,21,1,Sick
EMP0115,2025-06,22,18,4,Unpaid
EMP0116,2025-06,22,19,3,None
EMP0117,2025-06,22,22,0,None
EMP0118,2025-06,22,21,1,Earned
EMP0120,2025-06,22,22,0,None
EMP0121,2025-06,22,20,2,Earned
EMP0122,2025-06,22,20,2,Casual
EMP0123,2025-06,22,20,2,Sick
EMP0124,2025-06,22,19,3,Casual
EMP0126,2025-06,22,22,0,None
EMP0127,2025-06,22,21,1,Earned
EMP0130,2025-06,22,20,2,Earned
EMP0131,2025-06,22,20,2,Casual
EMP0132,2025-06,22,20,2,Earned
EMP0133,2025-06,22,21,1,Unpaid
EMP0134,2025-06,22,19,3,Casual
EMP0135,2025-06,22,22,0,None
EMP0137,2025-06,22,21,1,Earned
EMP0138,2025-06,22,20,2,Earned
EMP0139,2025-06,22,20,2,Earned
EMP0140,2025-06,22,19,3,Earned
EMP0141,2025-06,22,18,4,Unpaid
EMP0142,2025-06,22,20,2,Earned
EMP0146,2025-06,22,21,1,Unpaid
EMP0148,2025-06,22,19,3,Casual
EMP0150,2025-06,22,17,5,Unpaid
EMP0152,2025-06,22,18,4,Sick
EMP0153,2025-06,22,21,1,Earned
EMP0154,2025-06,22,20,2,Sick
EMP0155,2025-06,22,22,0,None
EMP0156,2025-06,22,21,1,None
EMP0158,2025-06,22,21,1,Casual
EMP0159,2025-06,22,21,1,Sick
EMP0162,2025-06,22,20,2,Earned
EMP0165,2025-06,22,20,2,Earned
EMP0166,2025-06,22,21,1,Unpaid
EMP0167,2025-06,22,21,1,Casual
EMP0170,2025-06,22,22,0,None
EMP0171,2025-06,22,21,1,Unpaid
EMP0174,2025-06,22,21,1,Earned
EMP0175,2025-06,22,18,4,Earned
EMP0176,2025-06,22,20,2,None
EMP0177,2025-06,22,22,0,None
EMP0179,2025-06,22,22,0,None
EMP0181,2025-06,22,20,2,Earned
EMP0182,2025-06,22,21,1,Unpaid
EMP0183,2025-06,22,21,1,Unpaid
EMP0185,2025-06,22,22,0,None
EMP0189,2025-06,22,18,4,Casual
EMP0191,2025-06,22,22,0,None
EMP0192,2025-06,22,19,3,Earned
EMP0193,2025-06,22,20,2,Earned
EMP0194,2025-06,22,20,2,Casual
EMP0195,2025-06,22,20,2,None
EMP0196,2025-06,22,19,3,None
EMP0198,2025-06,22,22,0,None
EMP0199,2025-06,22,18,4,Sick
EMP0200,2025-06,22,21,1,Unpaid
EMP0201,2025-06,22,19,3,None
EMP0202,2025-06,22,19,3,Casual
EMP0203,2025-06,22,19,3,Unpaid
EMP0205,2025-06,22,20,2,Sick
EMP0206,2025-06,22,21,1,None
EMP0208,2025-06,22,21,1,None
EMP0209,2025-06,22,21,1,None
EMP0210,2025-06,22,18,4,Earned
EMP0211,2025-06,22,20,2,Casual
EMP0212,2025-06,22,17,5,Casual
EMP0214,2025-06,22,22,0,None
EMP0215,2025-06,22,19,3,Casual
EMP0218,2025-06,22,20,2,Earned
EMP0220,2025-06,22,20,2,Unpaid
EMP0221,2025-06,22,22,0,None
EMP0222,2025-06,22,21,1,Casual
EMP0223,2025-06,22,21,1,Sick
EMP0224,2025-06,22,22,0,None
EMP0228,2025-06,22,19,3,Sick
EMP0229,2025-06,22,21,1,Unpaid
EMP0231,2025-06,22,19,3,Sick
EMP0232,2025-06,22,21,1,Casual
EMP0234,2025-06,22,22,0,None
EMP0236,2025-06,22,21,1,Sick
EMP0237,2025-06,22,20,2,Sick
EMP0238,2025-06,22,22,0,None
EMP0239,2025-06,22,19,3,Unpaid
EMP0242,2025-06,22,18,4,Unpaid
EMP0244,2025-06,22,21,1,Unpaid
EMP0245,2025-06,22,21,1,None
EMP0246,2025-06,22,20,2,Unpaid
EMP0248,2025-06,22,18,4,Sick
EMP0249,2025-06,22,20,2,Unpaid
EMP0250,2025-06,22,22,0,None
EMP0253,2025-06,22,22,0,None
EMP0255,2025-06,22,21,1,Casual
EMP0257,2025-06,22,21,1,None
EMP0258,2025-06,22,22,0,None
EMP0263,2025-06,22,22,0,None
EMP0265,2025-06,22,19,3,Sick
EMP0266,2025-06,22,19,3,None
EMP0267,2025-06,22,22,0,None
EMP0268,2025-06,22,19,3,None
EMP0269,2025-06,22,18,4,None
EMP0270,2025-06,22,22,0,None
EMP0271,2025-06,22,21,1,Casual
EMP0272,2025-06,22,20,2,Unpaid
EMP0279,2025-06,22,18,4,None
EMP0280,2025-06,22,20,2,None
EMP0283,2025-06,22,20,2,None
EMP0284,2025-06,22,20,2,None
EMP0288,2025-06,22,22,0,None
EMP0290,2025-06,22,18,4,Unpaid
EMP0291,2025-06,22,19,3,None
EMP0293,2025-06,22,20,2,Sick
EMP0294,2025-06,22,22,0,None
EMP0295,2025-06,22,21,1,Earned
EMP0296,2025-06,22,20,2,Sick
EMP0297,2025-06,22,19,3,Sick
EMP0298,2025-06,22,21,1,Unpaid
EMP0299,2025-06,22,21,1,Casual
EMP0303,2025-06,22,20,2,None
EMP0304,2025-06,22,17,5,Sick
EMP0306,2025-06,22,19,3,Unpaid
EMP0310,2025-06,22,21,1,Earned
EMP0311,2025-06,22,21,1,Unpaid
EMP0312,2025-06,22,19,3,Sick
EMP0314,2025-06,22,22,0,None
EMP0315,2025-06,22,21,1,Sick
EMP0318,2025-06,22,22,0,None
EMP0320,2025-06,22,21,1,Unpaid
EMP0323,2025-06,22,18,4,None
EMP0327,2025-06,22,20,2,None
EMP0330,2025-06,22,20,2,Casual
EMP0331,2025-06,22,18,4,Earned
EMP0332,2025-06,22,19,3,None
EMP0333,2025-06,22,20,2,Casual
EMP0334,2025-06,22,20,2,Casual
EMP0337,2025-06,22,20,2,Sick
EMP0338,2025-06,22,20,2,Earned
EMP0339,2025-06,22,20,2,Sick
EMP0340,2025-06,22,21,1,Unpaid
EMP0343,2025-06,22,20,2,Earned
EMP0344,2025-06,22,21,1,None
EMP0347,2025-06,22,21,1,Casual
EMP0349,2025-06,22,21,1,Sick
EMP0350,2025-06,22,22,0,None
EMP0351,2025-06,22,20,2,Unpaid
EMP0352,2025-06,22,21,1,Unpaid
EMP0354,2025-06,22,22,0,None
EMP0356,2025-06,22,20,2,None
EMP0357,2025-06,22,21,1,Earned
EMP0358,2025-06,22,22,0,None
EMP0359,2025-06,22,19,3,None
EMP0361,2025-06,22,21,1,Sick
EMP0362,2025-06,22,20,2,Sick
EMP0363,2025-06,22,21,1,Earned
EMP0364,2025-06,22,19,3,Unpaid
EMP0365,2025-06,22,20,2,None
EMP0367,2025-06,22,19,3,None
EMP0370,2025-06,22,20,2,Unpaid
EMP0371,2025-06,22,21,1,Earned
EMP0372,2025-06,22,20,2,Casual
EMP0377,2025-06,22,20,2,Unpaid
EMP0379,2025-06,22,21,1,Earned
EMP0381,2025-06,22,21,1,None
EMP0383,2025-06,22,21,1,Unpaid
EMP0386,2025-06,22,19,3,Casual
EMP0387,2025-06,22,20,2,Casual
EMP0388,2025-06,22,20,2,None
EMP0389,2025-06,22,22,0,None
EMP0390,2025-06,22,21,1,None
EMP0391,2025-06,22,18,4,Casual
EMP0392,2025-06,22,20,2,None
EMP0394,2025-06,22,18,4,Casual
EMP0395,2025-06,22,20,2,Earned
EMP0396,2025-06,22,20,2,Unpaid
EMP0397,2025-06,22,20,2,Casual
EMP0398,2025-06,22,20,2,Earned
EMP0400,2025-06,22,21,1,Casual
EMP0401,2025-06,22,21,1,None
EMP0402,2025-06,22,20,2,Casual
EMP0403,2025-06,22,19,3,Earned
EMP0404,2025-06,22,22,0,None
EMP0405,2025-06,22,22,0,None
EMP0407,2025-06,22,21,1,None
EMP0408,2025-06,22,19,3,None
EMP0411,2025-06,22,21,1,None
EMP0412,2025-06,22,22,0,None
EMP0415,2025-06,22,21,1,Unpaid
EMP0416,2025-06,22,20,2,Unpaid
EMP0417,2025-06,22,22,0,None
EMP0418,2025-06,22,21,1,Sick
EMP0419,2025-06,22,19,3,Unpaid
EMP0002,2025-07,22,18,4,Sick
EMP0003,2025-07,22,20,2,Casual
EMP0006,2025-07,22,20,2,Sick
EMP0007,2025-07,22,21,1,Unpaid
EMP0010,2025-07,22,20,2,Unpaid
EMP0011,2025-07,22,20,2,Casual
EMP0013,2025-07,22,21,1,Unpaid
EMP0014,2025-07,22,21,1,Sick
EMP0015,2025-07,22,21,1,Casual
EMP0018,2025-07,22,22,0,None
EMP0019,2025-07,22,20,2,Earned
EMP0020,2025-07,22,17,5,None
EMP0023,2025-07,22,20,2,None
EMP0024,2025-07,22,20,2,Casual
EMP0025,2025-07,22,20,2,None
EMP0026,2025-07,22,22,0,None
EMP0028,2025-07,22,19,3,Unpaid
EMP0029,2025-07,22,22,0,None
EMP0031,2025-07,22,21,1,Sick
EMP0032,2025-07,22,20,2,Earned
EMP0035,2025-07,22,22,0,None
EMP0038,2025-07,22,20,2,Earned
EMP0043,2025-07,22,18,4,Earned
EMP0044,2025-07,22,20,2,Casual
EMP0045,2025-07,22,21,1,Casual
EMP0046,2025-07,22,21,1,Casual
EMP0047,2025-07,22,20,2,Unpaid
EMP0048,2025-07,22,21,1,None
EMP0050,2025-07,22,20,2,Unpaid
EMP0052,2025-07,22,22,0,None
EMP0055,2025-07,22,19,3,Earned
EMP0056,2025-07,22,22,0,None
EMP0057,2025-07,22,18,4,Earned
EMP0062,2025-07,22,21,1,None
EMP0063,2025-07,22,21,1,Earned
EMP0064,2025-07,22,19,3,Unpaid
EMP0065,2025-07,22,22,0,None
EMP0066,2025-07,22,19,3,Unpaid
EMP0071,2025-07,22,20,2,Earned
EMP0074,2025-07,22,17,5,Unpaid
EMP0076,2025-07,22,22,0,None
EMP0077,2025-07,22,19,3,None
EMP0079,2025-07,22,19,3,Casual
EMP0080,2025-07,22,20,2,Casual
EMP0082,2025-07,22,18,4,Casual
EMP0083,2025-07,22,22,0,None
EMP0084,2025-07,22,21,1,Unpaid
EMP0085,2025-07,22,17,5,Earned
EMP0087,2025-07,22,21,1,Unpaid
EMP0089,2025-07,22,19,3,Sick
EMP0092,2025-07,22,22,0,None
EMP0093,2025-07,22,19,3,Earned
EMP0094,2025-07,22,21,1,Unpaid
EMP0097,2025-07,22,21,1,Unpaid
EMP0098,2025-07,22,19,3,Unpaid
EMP0099,2025-07,22,19,3,Earned
EMP0100,2025-07,22,20,2,Unpaid
EMP0102,2025-07,22,22,0,None
EMP0104,2025-07,22,19,3,Unpaid
EMP0105,2025-07,22,21,1,None
EMP0106,2025-07,22,19,3,Casual
EMP0107,2025-07,22,20,2,Unpaid
EMP0109,2025-07,22,21,1,Casual
EMP0111,2025-07,22,20,2,Earned
EMP0112,2025-07,22,21,1,Earned
EMP0115,2025-07,22,22,0,None
EMP0116,2025-07,22,20,2,Casual
EMP0117,2025-07,22,19,3,Earned
EMP0118,2025-07,22,21,1,None
EMP0120,2025-07,22,20,2,Sick
EMP0121,2025-07,22,21,1,Sick
EMP0122,2025-07,22,21,1,Casual
EMP0123,2025-07,22,21,1,Earned
EMP0124,2025-07,22,20,2,None
EMP0126,2025-07,22,22,0,None
EMP0127,2025-07,22,20,2,Sick
EMP0130,2025-07,22,20,2,Earned
EMP0131,2025-07,22,20,2,Earned
EMP0132,2025-07,22,20,2,Earned
EMP0133,2025-07,22,22,0,None
EMP0134,2025-07,22,20,2,Earned
EMP0135,2025-07,22,21,1,Casual
EMP0137,2025-07,22,22,0,None
EMP0138,2025-07,22,19,3,Sick
EMP0139,2025-07,22,19,3,Casual
EMP0140,2025-07,22,20,2,Casual
EMP0141,2025-07,22,19,3,Casual
EMP0142,2025-07,22,21,1,Sick
EMP0146,2025-07,22,22,0,None
EMP0148,2025-07,22,20,2,None
EMP0150,2025-07,22,20,2,Sick
EMP0152,2025-07,22,21,1,Casual
EMP0153,2025-07,22,19,3,Sick
EMP0154,2025-07,22,22,0,None
EMP0155,2025-07,22,22,0,None
EMP0156,2025-07,22,16,6,None
EMP0158,2025-07,22,18,4,Casual
EMP0159,2025-07,22,20,2,Casual
EMP0162,2025-07,22,18,4,None
EMP0165,2025-07,22,18,4,Sick
EMP0166,2025-07,22,22,0,None
EMP0167,2025-07,22,19,3,Sick
EMP0170,2025-07,22,16,6,Casual
EMP0171,2025-07,22,20,2,Casual
EMP0174,2025-07,22,22,0,None
EMP0175,2025-07,22,21,1,Unpaid
EMP0176,2025-07,22,19,3,Sick
EMP0177,2025-07,22,20,2,Earned
EMP0179,2025-07,22,19,3,Unpaid
EMP0181,2025-07,22,21,1,Unpaid
EMP0182,2025-07,22,22,0,None
EMP0183,2025-07,22,21,1,None
EMP0185,2025-07,22,21,1,None
EMP0189,2025-07,22,20,2,None
EMP0191,2025-07,22,20,2,Unpaid
EMP0192,2025-07,22,19,3,Earned
EMP0193,2025-07,22,20,2,Unpaid
EMP0194,2025-07,22,19,3,Unpaid
EMP0195,2025-07,22,21,1,Sick
EMP0196,2025-07,22,20,2,None
EMP0198,2025-07,22,21,1,Sick
EMP0199,2025-07,22,19,3,Casual
EMP0200,2025-07,22,22,0,None
EMP0201,2025-07,22,20,2,Sick
EMP0202,2025-07,22,20,2,None
EMP0205,2025-07,22,19,3,Casual
EMP0206,2025-07,22,20,2,Unpaid
EMP0208,2025-07,22,19,3,Sick
EMP0210,2025-07,22,20,2,Earned
EMP0211,2025-07,22,21,1,Earned
EMP0212,2025-07,22,19,3,None
EMP0214,2025-07,22,22,0,None
EMP0215,2025-07,22,20,2,Earned
EMP0217,2025-07,22,20,2,Casual
EMP0218,2025-07,22,21,1,Unpaid
EMP0220,2025-07,22,22,0,None
EMP0221,2025-07,22,19,3,Casual
EMP0222,2025-07,22,21,1,Earned
EMP0223,2025-07,22,22,0,None
EMP0224,2025-07,22,20,2,Sick
EMP0228,2025-07,22,19,3,Earned
EMP0229,2025-07,22,20,2,None
EMP0231,2025-07,22,19,3,Earned
EMP0232,2025-07,22,19,3,Sick
EMP0234,2025-07,22,19,3,Casual
EMP0236,2025-07,22,22,0,None
EMP0237,2025-07,22,21,1,None
EMP0238,2025-07,22,18,4,None
EMP0239,2025-07,22,20,2,Unpaid
EMP0242,2025-07,22,21,1,None
EMP0244,2025-07,22,20,2,Sick
EMP0245,2025-07,22,21,1,Earned
EMP0246,2025-07,22,21,1,Casual
EMP0248,2025-07,22,22,0,None
EMP0249,2025-07,22,20,2,None
EMP0250,2025-07,22,21,1,None
EMP0252,2025-07,22,20,2,None
EMP0253,2025-07,22,22,0,None
EMP0255,2025-07,22,20,2,Earned
EMP0257,2025-07,22,22,0,None
EMP0258,2025-07,22,20,2,None
EMP0263,2025-07,22,22,0,None
EMP0265,2025-07,22,19,3,Casual
EMP0266,2025-07,22,20,2,Casual
EMP0267,2025-07,22,19,3,Earned
EMP0268,2025-07,22,22,0,None
EMP0269,2025-07,22,20,2,Sick
EMP0270,2025-07,22,20,2,Unpaid
EMP0271,2025-07,22,18,4,Unpaid
EMP0272,2025-07,22,20,2,Unpaid
EMP0279,2025-07,22,19,3,Casual
EMP0280,2025-07,22,19,3,None
EMP0283,2025-07,22,20,2,Earned
EMP0284,2025-07,22,19,3,Unpaid
EMP0288,2025-07,22,21,1,None
EMP0290,2025-07,22,18,4,Sick
EMP0293,2025-07,22,20,2,Earned
EMP0294,2025-07,22,20,2,Casual
EMP0295,2025-07,22,20,2,None
EMP0296,2025-07,22,18,4,Earned
EMP0297,2025-07,22,21,1,Casual
EMP0298,2025-07,22,22,0,None
EMP0299,2025-07,22,20,2,Casual
EMP0303,2025-07,22,19,3,Casual
EMP0306,2025-07,22,20,2,Casual
EMP0310,2025-07,22,20,2,Sick
EMP0311,2025-07,22,19,3,Casual
EMP0312,2025-07,22,20,2,Casual
EMP0314,2025-07,22,20,2,None
EMP0315,2025-07,22,20,2,Sick
EMP0318,2025-07,22,21,1,Sick
EMP0320,2025-07,22,21,1,None
EMP0323,2025-07,22,21,1,Casual
EMP0327,2025-07,22,22,0,None
EMP0330,2025-07,22,21,1,Casual
EMP0331,2025-07,22,21,1,Unpaid
EMP0332,2025-07,22,20,2,Earned
EMP0333,2025-07,22,18,4,Unpaid
EMP0334,2025-07,22,20,2,None
EMP0337,2025-07,22,20,2,None
EMP0338,2025-07,22,21,1,None
EMP0339,2025-07,22,19,3,Casual
EMP0340,2025-07,22,21,1,None
EMP0343,2025-07,22,19,3,Unpaid
EMP0344,2025-07,22,21,1,Earned
EMP0347,2025-07,22,21,1,Unpaid
EMP0349,2025-07,22,19,3,Earned
EMP0350,2025-07,22,21,1,Earned
EMP0351,2025-07,22,21,1,Earned
EMP0352,2025-07,22,20,2,None
EMP0354,2025-07,22,20,2,Earned
EMP0356,2025-07,22,20,2,Unpaid
EMP0357,2025-07,22,20,2,Earned
EMP0358,2025-07,22,22,0,None
EMP0359,2025-07,22,20,2,None
EMP0361,2025-07,22,21,1,None
EMP0362,2025-07,22,20,2,Unpaid
EMP0363,2025-07,22,21,1,None
EMP0364,2025-07,22,19,3,Sick
EMP0365,2025-07,22,20,2,None
EMP0370,2025-07,22,20,2,None
EMP0371,2025-07,22,21,1,Earned
EMP0372,2025-07,22,19,3,Earned
EMP0377,2025-07,22,20,2,Casual
EMP0379,2025-07,22,19,3,Earned
EMP0381,2025-07,22,21,1,Casual
EMP0383,2025-07,22,19,3,None
EMP0386,2025-07,22,20,2,None
EMP0387,2025-07,22,21,1,Sick
EMP0388,2025-07,22,20,2,Earned
EMP0389,2025-07,22,19,3,None
EMP0390,2025-07,22,20,2,Earned
EMP0391,2025-07,22,19,3,Sick
EMP0392,2025-07,22,19,3,Casual
EMP0394,2025-07,22,20,2,Sick
EMP0395,2025-07,22,22,0,None
EMP0396,2025-07,22,19,3,Earned
EMP0397,2025-07,22,21,1,Earned
EMP0398,2025-07,22,21,1,Earned
EMP0400,2025-07,22,21,1,Earned
EMP0401,2025-07,22,20,2,Earned
EMP0402,2025-07,22,21,1,Casual
EMP0403,2025-07,22,21,1,None
EMP0404,2025-07,22,22,0,None
EMP0405,2025-07,22,20,2,None
EMP0407,2025-07,22,21,1,Casual
EMP0408,2025-07,22,18,4,Earned
EMP0411,2025-07,22,21,1,None
EMP0412,2025-07,22,21,1,Sick
EMP0415,2025-07,22,19,3,Sick
EMP0416,2025-07,22,20,2,None
EMP0417,2025-07,22,18,4,Unpaid
EMP0418,2025-07,22,22,0,None
EMP0419,2025-07,22,20,2,Sick
EMP0003,2025-08,20,19,1,None
EMP0006,2025-08,20,18,2,Casual
EMP0007,2025-08,20,20,0,None
EMP0010,2025-08,20,18,2,Casual
EMP0011,2025-08,20,17,3,Earned
EMP0013,2025-08,20,20,0,None
EMP0014,2025-08,20,20,0,None
EMP0015,2025-08,20,20,0,None
EMP0018,2025-08,20,17,3,Casual
EMP0019,2025-08,20,18,2,Sick
EMP0020,2025-08,20,17,3,Casual
EMP0023,2025-08,20,18,2,Sick
EMP0024,2025-08,20,19,1,Unpaid
EMP0025,2025-08,20,18,2,None
EMP0026,2025-08,20,18,2,Unpaid
EMP0028,2025-08,20,19,1,Sick
EMP0029,2025-08,20,20,0,None
EMP0031,2025-08,20,20,0,None
EMP0032,2025-08,20,19,1,None
EMP0035,2025-08,20,18,2,Sick
EMP0038,2025-08,20,18,2,Earned
EMP0043,2025-08,20,17,3,Unpaid
EMP0044,2025-08,20,16,4,None
EMP0045,2025-08,20,17,3,Earned
EMP0046,2025-08,20,18,2,Sick
EMP0047,2025-08,20,19,1,Casual
EMP0048,2025-08,20,19,1,Casual
EMP0050,2025-08,20,19,1,None
EMP0052,2025-08,20,20,0,None
EMP0055,2025-08,20,18,2,Casual
EMP0056,2025-08,20,19,1,Unpaid
EMP0057,2025-08,20,19,1,Sick
EMP0062,2025-08,20,17,3,Unpaid
EMP0063,2025-08,20,19,1,Sick
EMP0064,2025-08,20,19,1,Sick
EMP0065,2025-08,20,17,3,Sick
EMP0066,2025-08,20,18,2,None
EMP0071,2025-08,20,19,1,None
EMP0074,2025-08,20,18,2,Earned
EMP0076,2025-08,20,18,2,Unpaid
EMP0077,2025-08,20,20,0,None
EMP0080,2025-08,20,20,0,None
EMP0083,2025-08,20,20,0,None
EMP0084,2025-08,20,19,1,Unpaid
EMP0085,2025-08,20,16,4,None
EMP0087,2025-08,20,17,3,Casual
EMP0089,2025-08,20,17,3,None
EMP0092,2025-08,20,19,1,Casual
EMP0093,2025-08,20,20,0,None
EMP0094,2025-08,20,19,1,Earned
EMP0097,2025-08,20,18,2,Earned
EMP0098,2025-08,20,20,0,None
EMP0099,2025-08,20,19,1,Earned
EMP0100,2025-08,20,20,0,None
EMP0102,2025-08,20,18,2,Sick
EMP0104,2025-08,20,19,1,Sick
EMP0105,2025-08,20,20,0,None
EMP0106,2025-08,20,19,1,Casual
EMP0107,2025-08,20,18,2,None
EMP0109,2025-08,20,18,2,Sick
EMP0111,2025-08,20,20,0,None
EMP0112,2025-08,20,19,1,None
EMP0115,2025-08,20,20,0,None
EMP0116,2025-08,20,16,4,Sick
EMP0117,2025-08,20,19,1,Unpaid
EMP0118,2025-08,20,19,1,Casual
EMP0120,2025-08,20,19,1,Earned
EMP0121,2025-08,20,18,2,Sick
EMP0122,2025-08,20,18,2,Earned
EMP0123,2025-08,20,18,2,Earned
EMP0124,2025-08,20,19,1,Unpaid
EMP0126,2025-08,20,18,2,Casual
EMP0127,2025-08,20,18,2,Unpaid
EMP0130,2025-08,20,18,2,Sick
EMP0131,2025-08,20,17,3,Casual
EMP0132,2025-08,20,18,2,Casual
EMP0133,2025-08,20,19,1,Earned
EMP0134,2025-08,20,17,3,Sick
EMP0135,2025-08,20,17,3,Unpaid
EMP0137,2025-08,20,17,3,Sick
EMP0138,2025-08,20,20,0,None
EMP0139,2025-08,20,20,0,None
EMP0140,2025-08,20,18,2,Unpaid
EMP0141,2025-08,20,19,1,Sick
EMP0142,2025-08,20,20,0,None
EMP0146,2025-08,20,20,0,None
EMP0148,2025-08,20,15,5,Earned
EMP0150,2025-08,20,17,3,None
EMP0152,2025-08,20,18,2,Sick
EMP0153,2025-08,20,16,4,Earned
EMP0154,2025-08,20,19,1,Sick
