employee_id,review_cycle,rating,potential_flag,reviewer_id
EMP0338,FY26-H1,2,Standard,EMP0392
EMP0339,FY25-H1,5,Standard,EMP0247
EMP0339,FY25-H2,5,Standard,EMP0247
EMP0339,FY26-H1,5,High,EMP0247
EMP0340,FY25-H1,4,Standard,
EMP0340,FY25-H2,3,Standard,
EMP0340,FY26-H1,4,Standard,
EMP0343,FY25-H1,3,Standard,EMP0046
EMP0343,FY25-H2,5,High,EMP0046
EMP0343,FY26-H1,3,Standard,EMP0046
EMP0344,FY25-H1,3,Standard,EMP0086
EMP0344,FY25-H2,3,Standard,EMP0086
EMP0344,FY26-H1,3,Standard,EMP0086
EMP0347,FY25-H1,3,Standard,EMP0207
EMP0347,FY25-H2,4,Standard,EMP0207
EMP0347,FY26-H1,4,Standard,EMP0207
EMP0349,FY25-H1,4,Standard,EMP0061
EMP0349,FY25-H2,4,Standard,EMP0061
EMP0349,FY26-H1,3,Standard,EMP0061
EMP0350,FY25-H2,3,Standard,EMP0181
EMP0350,FY26-H1,2,Standard,EMP0181
EMP0351,FY25-H1,3,Standard,EMP0226
EMP0351,FY25-H2,3,Standard,EMP0226
EMP0352,FY25-H1,2,Standard,EMP0142
EMP0352,FY25-H2,3,Standard,EMP0142
EMP0352,FY26-H1,3,Standard,EMP0142
EMP0353,FY26-H1,2,Standard,EMP0076
EMP0354,FY25-H1,3,Standard,EMP0362
EMP0356,FY25-H1,5,High,EMP0234
EMP0356,FY25-H2,4,High,EMP0234
EMP0356,FY26-H1,5,Standard,EMP0234
EMP0357,FY25-H1,4,High,EMP0067
EMP0357,FY25-H2,5,High,EMP0067
EMP0357,FY26-H1,4,High,EMP0067
EMP0358,FY25-H1,4,Standard,EMP0410
EMP0358,FY25-H2,3,Standard,EMP0410
EMP0358,FY26-H1,4,High,EMP0410
EMP0359,FY25-H1,3,Standard,EMP0321
EMP0359,FY25-H2,4,Standard,EMP0321
EMP0359,FY26-H1,3,Standard,EMP0321
EMP0361,FY25-H1,4,Standard,EMP0259
EMP0361,FY25-H2,3,Standard,EMP0259
EMP0361,FY26-H1,3,Standard,EMP0259
EMP0362,FY25-H1,2,Standard,EMP0006
EMP0362,FY25-H2,1,Standard,EMP0006
EMP0362,FY26-H1,2,Standard,EMP0006
EMP0363,FY25-H1,3,Standard,EMP0052
EMP0363,FY25-H2,4,Standard,EMP0052
EMP0363,FY26-H1,2,Standard,EMP0052
EMP0364,FY25-H1,3,Standard,EMP0407
EMP0364,FY25-H2,1,Standard,EMP0407
EMP0365,FY25-H1,3,Standard,EMP0264
EMP0365,FY25-H2,3,Standard,EMP0264
EMP0365,FY26-H1,3,Standard,EMP0264
EMP0367,FY25-H1,2,Standard,EMP0099
EMP0370,FY25-H1,1,Standard,EMP0034
EMP0371,FY25-H1,2,Standard,
EMP0371,FY25-H2,2,Standard,
EMP0371,FY26-H1,4,Standard,
EMP0372,FY25-H1,2,Standard,EMP0251
EMP0372,FY25-H2,2,Standard,EMP0251
EMP0372,FY26-H1,3,Standard,EMP0251
EMP0374,FY26-H1,2,Standard,EMP0293
EMP0377,FY25-H1,2,Standard,EMP0069
EMP0377,FY25-H2,1,Standard,EMP0069
EMP0377,FY26-H1,2,Standard,EMP0069
EMP0379,FY25-H1,3,Standard,EMP0323
EMP0379,FY25-H2,3,Standard,EMP0323
EMP0379,FY26-H1,4,Standard,EMP0323
EMP0381,FY25-H1,4,High,
EMP0381,FY25-H2,4,High,
EMP0381,FY26-H1,5,Standard,
EMP0383,FY25-H1,3,Standard,EMP0079
EMP0383,FY25-H2,3,Standard,EMP0079
EMP0383,FY26-H1,3,Standard,EMP0079
EMP0386,FY25-H1,5,High,EMP0142
EMP0386,FY25-H2,4,Standard,EMP0142
EMP0386,FY26-H1,3,Standard,EMP0142
EMP0387,FY25-H1,3,Standard,
EMP0387,FY25-H2,4,High,
EMP0387,FY26-H1,3,Standard,
EMP0388,FY25-H1,2,Standard,
EMP0388,FY25-H2,1,Standard,
EMP0388,FY26-H1,1,Standard,
EMP0389,FY25-H2,3,Standard,EMP0139
EMP0389,FY26-H1,3,Standard,EMP0139
EMP0390,FY25-H1,3,Standard,EMP0340
EMP0390,FY25-H2,4,Standard,EMP0340
EMP0390,FY26-H1,3,Standard,EMP0340
EMP0391,FY25-H1,1,Standard,EMP0414
EMP0392,FY25-H1,3,Standard,EMP0117
EMP0392,FY25-H2,3,Standard,EMP0117
EMP0392,FY26-H1,3,Standard,EMP0117
EMP0394,FY25-H1,2,Standard,EMP0332
EMP0394,FY25-H2,1,Standard,EMP0332
EMP0394,FY26-H1,3,Standard,EMP0332
EMP0395,FY25-H1,2,Standard,EMP0369
EMP0395,FY25-H2,2,Standard,EMP0369
EMP0395,FY26-H1,2,Standard,EMP0369
EMP0396,FY25-H1,5,High,EMP0373
EMP0396,FY25-H2,5,High,EMP0373
EMP0396,FY26-H1,5,Standard,EMP0373
EMP0397,FY25-H1,4,Standard,EMP0381
EMP0397,FY25-H2,4,High,EMP0381
EMP0397,FY26-H1,4,High,EMP0381
EMP0398,FY25-H1,3,Standard,EMP0415
EMP0398,FY25-H2,1,Standard,EMP0415
EMP0398,FY26-H1,1,Standard,EMP0415
EMP0400,FY25-H1,5,Standard,EMP0095
EMP0400,FY25-H2,5,High,EMP0095
EMP0400,FY26-H1,5,Standard,EMP0095
EMP0401,FY25-H1,4,High,EMP0069
EMP0401,FY25-H2,5,Standard,EMP0069
EMP0401,FY26-H1,3,Standard,EMP0069
EMP0402,FY25-H1,3,Standard,EMP0110
EMP0402,FY25-H2,3,Standard,EMP0110
EMP0402,FY26-H1,3,Standard,EMP0110
EMP0403,FY25-H1,3,Standard,EMP0143
EMP0403,FY25-H2,2,Standard,EMP0143
EMP0403,FY26-H1,2,Standard,EMP0143
EMP0404,FY25-H1,3,Standard,EMP0117
EMP0404,FY25-H2,3,Standard,EMP0117
EMP0404,FY26-H1,3,Standard,EMP0117
EMP0405,FY25-H1,3,Standard,EMP0401
EMP0405,FY25-H2,3,Standard,EMP0401
EMP0405,FY26-H1,2,Standard,EMP0401
EMP0407,FY25-H1,2,Standard,EMP0172
EMP0407,FY25-H2,3,Standard,EMP0172
EMP0407,FY26-H1,3,Standard,EMP0172
EMP0408,FY25-H1,3,Standard,EMP0086
EMP0408,FY25-H2,3,Standard,EMP0086
EMP0408,FY26-H1,4,High,EMP0086
EMP0411,FY25-H1,3,Standard,EMP0053
EMP0411,FY25-H2,3,Standard,EMP0053
EMP0411,FY26-H1,3,Standard,EMP0053
EMP0412,FY25-H1,3,Standard,EMP0134
EMP0412,FY25-H2,3,Standard,EMP0134
EMP0412,FY26-H1,4,Standard,EMP0134
EMP0415,FY25-H1,3,Standard,EMP0127
EMP0415,FY25-H2,3,Standard,EMP0127
EMP0415,FY26-H1,3,Standard,EMP0127
EMP0416,FY25-H1,4,High,EMP0214
EMP0416,FY25-H2,3,Standard,EMP0214
EMP0416,FY26-H1,3,Standard,EMP0214
EMP0417,FY25-H1,3,Standard,EMP0066
EMP0417,FY25-H2,3,Standard,EMP0066
EMP0417,FY26-H1,4,Standard,EMP0066
EMP0418,FY25-H2,4,Standard,EMP0014
EMP0418,FY26-H1,5,High,EMP0014
EMP0419,FY25-H1,5,High,EMP0268
EMP0419,FY25-H2,5,High,EMP0268
EMP0419,FY26-H1,5,High,EMP0268
