employee_id,effective_month,base_salary,bonus,currency
EMP0162,2022-04,1034000,21000,INR
EMP0162,2023-04,1184000,298000,INR
EMP0162,2024-04,1398000,351000,INR
EMP0162,2025-04,1629000,374000,INR
EMP0162,2026-04,1861000,198000,INR
EMP0163,2022-10,1420000,221000,INR
EMP0163,2023-04,1663000,224000,INR
EMP0163,2024-04,1924000,185000,INR
EMP0164,2019-08,683000,3000,INR
EMP0164,2020-04,735000,117000,INR
EMP0165,2020-06,3253000,480000,INR
EMP0165,2021-04,3834000,839000,INR
EMP0165,2022-04,4509000,706000,INR
EMP0165,2023-04,5301000,1304000,INR
EMP0165,2024-04,6228000,283000,INR
EMP0165,2025-04,7110000,575000,INR
EMP0166,2022-01,889000,142000,INR
EMP0166,2022-04,1057000,6000,INR
EMP0166,2023-04,1210000,142000,INR
EMP0166,2024-04,1405000,186000,INR
EMP0166,2025-04,1667000,40000,INR
EMP0166,2026-04,1909000,70000,INR
EMP0167,2019-12,648000,105000,INR
EMP0167,2020-04,705000,69000,INR
EMP0167,2021-04,780000,46000,INR
EMP0167,2022-04,848000,101000,INR
EMP0167,2023-04,910000,21000,INR
EMP0167,2024-04,1005000,62000,INR
EMP0167,2025-04,1086000,75000,INR
EMP0167,2026-04,1193000,168000,INR
EMP0168,2021-05,496000,6000,INR
EMP0169,2022-11,2336000,218000,INR
EMP0169,2023-04,2477000,412000,INR
EMP0170,2022-04,2119000,86000,INR
EMP0170,2023-04,2335000,115000,INR
EMP0170,2024-04,2505000,353000,INR
EMP0170,2025-04,2696000,341000,INR
EMP0171,2025-01,2851000,316000,INR
EMP0171,2025-04,3043000,196000,INR
EMP0171,2026-04,3329000,86000,INR
EMP0172,2021-06,3414000,15000,INR
EMP0172,2022-04,3654000,251000,INR
EMP0173,2022-02,541000,5000,INR
EMP0173,2022-04,580000,90000,INR
EMP0173,2023-04,627000,9000,INR
EMP0174,2024-05,3029000,558000,INR
EMP0174,2025-04,3576000,337000,INR
EMP0174,2026-04,4158000,1045000,INR
EMP0175,2021-07,1352000,121000,INR
EMP0175,2022-04,1580000,78000,INR
EMP0175,2023-04,1872000,174000,INR
EMP0175,2024-04,2140000,380000,INR
EMP0175,2025-04,2485000,134000,INR
EMP0175,2026-04,2940000,222000,INR
EMP0176,2024-11,2511000,349000,INR
EMP0176,2025-04,2927000,590000,INR
EMP0176,2026-04,3356000,606000,INR
EMP0177,2023-09,743000,126000,INR
EMP0177,2024-04,809000,99000,INR
EMP0177,2025-04,882000,3000,INR
EMP0177,2026-04,946000,127000,INR
EMP0178,2025-07,2029000,172000,INR
EMP0178,2026-04,2151000,207000,INR
EMP0179,2023-12,814000,133000,INR
EMP0179,2024-04,891000,44000,INR
EMP0179,2025-04,976000,163000,INR
EMP0179,2026-04,1074000,167000,INR
EMP0180,2020-05,802000,12000,INR
EMP0180,2021-04,867000,142000,INR
EMP0180,2022-04,956000,155000,INR
EMP0180,2023-04,1019000,151000,INR
EMP0180,2024-04,1117000,183000,INR
EMP0181,2021-11,647000,46000,INR
EMP0181,2022-04,710000,22000,INR
EMP0181,2023-04,770000,34000,INR
EMP0181,2024-04,825000,139000,INR
EMP0181,2025-04,909000,118000,INR
EMP0181,2026-04,1003000,75000,INR
EMP0182,2020-10,734000,84000,INR
EMP0182,2021-04,812000,134000,INR
EMP0182,2022-04,879000,132000,INR
EMP0182,2023-04,939000,92000,INR
EMP0182,2024-04,1012000,180000,INR
EMP0182,2025-04,1092000,3000,INR
EMP0183,2020-10,1283000,191000,INR
EMP0183,2021-04,1512000,81000,INR
EMP0183,2022-04,1766000,311000,INR
EMP0183,2023-04,2029000,123000,INR
EMP0183,2024-04,2364000,171000,INR
EMP0183,2025-04,2804000,485000,INR
EMP0183,2026-04,3287000,605000,INR
EMP0184,2026-04,1361000,140000,INR
EMP0185,2022-04,826000,15000,INR
EMP0185,2023-04,888000,140000,INR
EMP0185,2024-04,962000,83000,INR
EMP0185,2025-04,1042000,133000,INR
EMP0185,2026-04,1154000,182000,INR
EMP0186,2020-11,3520000,407000,INR
EMP0186,2021-04,3873000,210000,INR
EMP0186,2022-04,4182000,751000,INR
EMP0186,2023-04,4628000,557000,INR
EMP0187,2023-07,2253000,280000,INR
EMP0187,2024-04,2399000,250000,INR
EMP0188,2021-11,855000,2000,INR
EMP0188,2022-04,1004000,32000,INR
EMP0188,2023-04,1166000,34000,INR
EMP0188,2024-04,1330000,301000,INR
EMP0189,2024-07,1316000,166000,INR
EMP0189,2025-04,1416000,87000,INR
EMP0189,2026-04,1555000,244000,INR
EMP0190,2020-11,581000,30000,INR
EMP0190,2021-04,622000,52000,INR
EMP0190,2022-04,667000,74000,INR
EMP0190,2023-04,719000,101000,INR
EMP0191,2020-05,529000,9000,INR
EMP0191,2021-04,608000,125000,INR
EMP0191,2022-04,703000,102000,INR
EMP0191,2023-04,819000,47000,INR
EMP0191,2024-04,947000,28000,INR
EMP0191,2025-04,1092000,109000,INR
EMP0191,2026-04,1292000,11000,INR
EMP0192,2022-09,1594000,130000,INR
EMP0192,2023-04,1737000,21000,INR
EMP0192,2024-04,1865000,19000,INR
EMP0192,2025-04,2006000,138000,INR
EMP0192,2026-04,2179000,212000,INR
EMP0193,2022-03,1950000,355000,INR
EMP0193,2022-04,2234000,134000,INR
EMP0193,2023-04,2603000,84000,INR
EMP0193,2024-04,3040000,520000,INR
EMP0193,2025-04,3593000,657000,INR
EMP0193,2026-04,4180000,767000,INR
EMP0194,2022-02,2439000,323000,INR
EMP0194,2022-04,2618000,467000,INR
EMP0194,2023-04,2899000,232000,INR
EMP0194,2024-04,3166000,104000,INR
EMP0194,2025-04,3416000,5000,INR
EMP0194,2026-04,3733000,129000,INR
EMP0195,2022-02,720000,14000,INR
EMP0195,2022-04,785000,93000,INR
EMP0195,2023-04,870000,95000,INR
EMP0195,2024-04,933000,107000,INR
EMP0195,2025-04,1009000,177000,INR
EMP0196,2020-11,982000,78000,INR
EMP0196,2021-04,1061000,32000,INR
EMP0196,2022-04,1168000,91000,INR
EMP0196,2023-04,1284000,132000,INR
EMP0196,2024-04,1376000,75000,INR
EMP0196,2025-04,1513000,109000,INR
EMP0196,2026-04,1620000,291000,INR
EMP0197,2022-01,1258000,216000,INR
EMP0197,2022-04,1344000,177000,INR
EMP0198,2021-04,1570000,21000,INR
EMP0198,2022-04,1854000,193000,INR
EMP0198,2023-04,2131000,233000,INR
EMP0198,2024-04,2441000,146000,INR
EMP0198,2025-04,2857000,311000,INR
EMP0198,2026-04,3370000,299000,INR
EMP0199,2025-04,5692000,1388000,INR
EMP0199,2026-04,6688000,795000,INR
EMP0200,2022-09,658000,110000,INR
EMP0200,2023-04,726000,48000,INR
EMP0200,2024-04,804000,31000,INR
EMP0200,2025-04,864000,1000,INR
EMP0200,2026-04,945000,131000,INR
EMP0201,2020-04,3060000,169000,INR
EMP0201,2021-04,3318000,565000,INR
EMP0201,2022-04,3622000,491000,INR
EMP0201,2023-04,3885000,3000,INR
EMP0201,2024-04,4119000,425000,INR
EMP0201,2025-04,4522000,453000,INR
EMP0202,2022-09,1637000,117000,INR
EMP0202,2023-04,1767000,291000,INR
EMP0202,2024-04,1914000,91000,INR
EMP0202,2025-04,2099000,58000,INR
EMP0202,2026-04,2234000,346000,INR
EMP0203,2024-07,978000,110000,INR
EMP0203,2025-04,1071000,26000,INR
EMP0204,2019-08,647000,4000,INR
EMP0204,2020-04,755000,116000,INR
EMP0204,2021-04,891000,133000,INR
EMP0205,2025-05,1088000,70000,INR
EMP0205,2026-04,1175000,178000,INR
EMP0206,2024-08,1166000,142000,INR
EMP0206,2025-04,1282000,87000,INR
EMP0206,2026-04,1387000,47000,INR
EMP0207,2020-04,1444000,41000,INR
EMP0207,2021-04,1548000,95000,INR
EMP0207,2022-04,1684000,161000,INR
EMP0208,2023-07,1174000,174000,INR
EMP0208,2024-04,1354000,40000,INR
EMP0208,2025-04,1573000,156000,INR
EMP0208,2026-04,1812000,55000,INR
EMP0209,2019-05,857000,58000,INR
EMP0209,2020-04,945000,54000,INR
EMP0209,2021-04,1002000,68000,INR
EMP0209,2022-04,1074000,55000,INR
EMP0209,2023-04,1141000,123000,INR
EMP0209,2024-04,1265000,59000,INR
EMP0209,2025-04,1357000,89000,INR
EMP0210,2021-03,725000,89000,INR
EMP0210,2021-04,770000,58000,INR
EMP0210,2022-04,832000,84000,INR
EMP0210,2023-04,916000,163000,INR
EMP0210,2024-04,987000,114000,INR
EMP0210,2025-04,1051000,30000,INR
EMP0211,2019-08,910000,147000,INR
EMP0211,2020-04,983000,122000,INR
EMP0211,2021-04,1048000,61000,INR
EMP0211,2022-04,1153000,148000,INR
EMP0211,2023-04,1247000,217000,INR
EMP0211,2024-04,1380000,30000,INR
EMP0211,2025-04,1510000,119000,INR
EMP0211,2026-04,1607000,17000,INR
EMP0212,2023-08,1208000,98000,INR
EMP0212,2024-04,1298000,127000,INR
EMP0212,2025-04,1419000,42000,INR
EMP0213,2023-08,687000,83000,INR
EMP0213,2024-04,758000,114000,INR
EMP0213,2025-04,821000,46000,INR
EMP0214,2022-08,3154000,156000,INR
EMP0214,2023-04,3454000,356000,INR
EMP0214,2024-04,3738000,407000,INR
EMP0214,2025-04,4019000,604000,INR
EMP0214,2026-04,4392000,97000,INR
EMP0215,2024-12,2240000,253000,INR
EMP0215,2025-04,2442000,5000,INR
EMP0215,2026-04,2692000,482000,INR
EMP0216,2025-12,651000,40000,INR
EMP0216,2026-04,696000,5000,INR
EMP0217,2025-06,1018000,69000,INR
EMP0217,2026-04,1089000,92000,INR
EMP0218,2021-03,3550000,7000,INR
EMP0218,2021-04,3889000,628000,INR
EMP0218,2022-04,4313000,566000,INR
EMP0218,2023-04,4724000,492000,INR
EMP0218,2024-04,5064000,879000,INR
EMP0218,2025-04,5443000,103000,INR
EMP0218,2026-04,5978000,654000,INR
EMP0219,2020-12,542000,22000,INR
EMP0219,2021-04,593000,86000,INR
EMP0219,2022-04,656000,85000,INR
EMP0220,2024-12,1244000,183000,INR
EMP0220,2025-04,1362000,57000,INR
EMP0220,2026-04,1445000,214000,INR
EMP0221,2019-05,1113000,81000,INR
EMP0221,2020-04,1318000,139000,INR
EMP0221,2021-04,1568000,284000,INR
EMP0221,2022-04,1791000,177000,INR
EMP0221,2023-04,2085000,15000,INR
EMP0221,2024-04,2444000,206000,INR
EMP0221,2025-04,2902000,567000,INR
EMP0221,2026-04,3398000,719000,INR
EMP0222,2021-11,915000,79000,INR
EMP0222,2022-04,976000,135000,INR
EMP0222,2023-04,1076000,48000,INR
EMP0222,2024-04,1153000,11000,INR
EMP0222,2025-04,1260000,221000,INR
EMP0222,2026-04,1397000,230000,INR
EMP0223,2024-09,2189000,331000,INR
EMP0223,2025-04,2429000,260000,INR
EMP0223,2026-04,2622000,288000,INR
EMP0224,2019-04,1367000,6000,INR
EMP0224,2020-04,1477000,22000,INR
EMP0224,2021-04,1588000,120000,INR
EMP0224,2022-04,1745000,279000,INR
EMP0224,2023-04,1910000,82000,INR
EMP0224,2024-04,2111000,72000,INR
EMP0224,2025-04,2314000,225000,INR
EMP0224,2026-04,2550000,49000,INR
EMP0225,2025-10,1923000,447000,INR
EMP0225,2026-04,2207000,546000,INR
EMP0226,2019-10,741000,75000,INR
EMP0226,2020-04,811000,116000,INR
EMP0226,2021-04,877000,68000,INR
EMP0227,2019-07,3543000,206000,INR
EMP0227,2020-04,3903000,624000,INR
EMP0227,2021-04,4158000,678000,INR
EMP0228,2025-04,535000,32000,INR
EMP0228,2026-04,626000,145000,INR
EMP0229,2024-05,649000,77000,INR
EMP0229,2025-04,700000,81000,INR
EMP0229,2026-04,744000,54000,INR
EMP0230,2026-06,3458000,681000,INR
EMP0231,2022-01,1526000,77000,INR
EMP0231,2022-04,1625000,232000,INR
EMP0231,2023-04,1755000,26000,INR
EMP0231,2024-04,1873000,290000,INR
EMP0231,2025-04,2025000,103000,INR
EMP0232,2023-10,917000,55000,INR
EMP0232,2024-04,976000,103000,INR
EMP0232,2025-04,1067000,118000,INR
EMP0232,2026-04,1166000,118000,INR
EMP0233,2021-06,1757000,156000,INR
EMP0233,2022-04,2082000,191000,INR
EMP0233,2023-04,2380000,144000,INR
EMP0233,2024-04,2813000,178000,INR
EMP0234,2022-11,1868000,2000,INR
EMP0234,2023-04,2058000,137000,INR
EMP0234,2024-04,2210000,220000,INR
EMP0234,2025-04,2364000,378000,INR
EMP0234,2026-04,2574000,141000,INR
EMP0235,2020-05,1181000,91000,INR
EMP0235,2021-04,1307000,151000,INR
EMP0235,2022-04,1446000,218000,INR
EMP0235,2023-04,1540000,20000,INR
EMP0235,2024-04,1698000,224000,INR
EMP0236,2025-02,4498000,630000,INR
EMP0236,2025-04,5150000,683000,INR
EMP0236,2026-04,5937000,675000,INR
EMP0237,2025-05,1082000,134000,INR
EMP0237,2026-04,1177000,141000,INR
EMP0238,2019-08,2025000,82000,INR
EMP0238,2020-04,2179000,68000,INR
EMP0238,2021-04,2386000,161000,INR
EMP0238,2022-04,2537000,191000,INR
EMP0238,2023-04,2719000,247000,INR
EMP0238,2024-04,2961000,81000,INR
EMP0238,2025-04,3248000,501000,INR
EMP0238,2026-04,3559000,567000,INR
EMP0239,2024-04,5031000,98000,INR
EMP0239,2025-04,5520000,421000,INR
EMP0239,2026-04,6042000,786000,INR
EMP0240,2020-03,780000,60000,INR
EMP0240,2020-04,862000,56000,INR
EMP0240,2021-04,939000,68000,INR
EMP0240,2022-04,1007000,166000,INR
EMP0240,2023-04,1084000,138000,INR
EMP0241,2026-01,2169000,20000,INR
EMP0241,2026-04,2355000,151000,INR
EMP0242,2020-04,1376000,4000,INR
EMP0242,2021-04,1503000,261000,INR
EMP0242,2022-04,1599000,6000,INR
EMP0242,2023-04,1770000,104000,INR
EMP0242,2024-04,1960000,109000,INR
EMP0242,2025-04,2138000,347000,INR
EMP0242,2026-04,2278000,10000,INR
EMP0243,2026-04,1520000,139000,INR
EMP0244,2024-10,426000,52000,INR
EMP0244,2025-04,463000,55000,INR
EMP0245,2023-11,3003000,489000,INR
EMP0245,2024-04,3237000,110000,INR
EMP0245,2025-04,3472000,120000,INR
EMP0245,2026-04,3695000,284000,INR
EMP0246,2024-02,1254000,95000,INR
EMP0246,2024-04,1457000,141000,INR
EMP0246,2025-04,1674000,158000,INR
EMP0246,2026-04,1963000,119000,INR
EMP0247,2020-01,2037000,302000,INR
EMP0247,2020-04,2220000,266000,INR
EMP0247,2021-04,2454000,428000,INR
EMP0247,2022-04,2664000,173000,INR
EMP0247,2023-04,2953000,264000,INR
EMP0248,2019-07,2539000,391000,INR
EMP0248,2020-04,2735000,486000,INR
EMP0248,2021-04,3025000,302000,INR
EMP0248,2022-04,3322000,476000,INR
EMP0248,2023-04,3615000,351000,INR
EMP0248,2024-04,3974000,442000,INR
EMP0248,2025-04,4287000,174000,INR
EMP0248,2026-04,4630000,647000,INR
EMP0249,2020-06,3165000,628000,INR
EMP0249,2021-04,3624000,663000,INR
EMP0249,2022-04,4136000,697000,INR
EMP0249,2023-04,4766000,500000,INR
EMP0249,2024-04,5547000,1122000,INR
EMP0249,2025-04,6572000,146000,INR
EMP0249,2026-04,7548000,1700000,INR
EMP0250,2023-10,1237000,177000,INR
EMP0250,2024-04,1372000,107000,INR
EMP0250,2025-04,1471000,51000,INR
EMP0250,2026-04,1632000,236000,INR
EMP0251,2022-04,821000,140000,INR
EMP0251,2023-04,901000,112000,INR
EMP0251,2024-04,962000,38000,INR
EMP0252,2025-06,1296000,325000,INR
EMP0252,2026-04,1532000,301000,INR
EMP0253,2023-01,2858000,589000,INR
EMP0253,2023-04,3389000,750000,INR
EMP0253,2024-04,3988000,794000,INR
EMP0253,2025-04,4661000,222000,INR
EMP0253,2026-04,5519000,1041000,INR
EMP0254,2022-04,2387000,288000,INR
EMP0254,2023-04,2550000,268000,INR
EMP0255,2024-01,3613000,406000,INR
EMP0255,2024-04,3867000,366000,INR
EMP0255,2025-04,4216000,177000,INR
EMP0255,2026-04,4672000,664000,INR
EMP0256,2023-03,1167000,122000,INR
EMP0256,2023-04,1273000,190000,INR
EMP0256,2024-04,1353000,149000,INR
EMP0257,2024-03,1405000,151000,INR
EMP0257,2024-04,1511000,236000,INR
EMP0257,2025-04,1626000,167000,INR
EMP0257,2026-04,1780000,318000,INR
EMP0258,2023-12,2047000,132000,INR
EMP0258,2024-04,2211000,371000,INR
EMP0258,2025-04,2391000,428000,INR
EMP0259,2023-04,1438000,174000,INR
EMP0260,2026-03,1732000,220000,INR
EMP0260,2026-04,1917000,77000,INR
EMP0261,2026-03,2000000,69000,INR
EMP0261,2026-04,2171000,277000,INR
EMP0262,2025-09,7393000,1769000,INR
EMP0262,2026-04,8443000,1310000,INR
EMP0263,2021-12,1518000,233000,INR
EMP0263,2022-04,1669000,252000,INR
EMP0263,2023-04,1775000,213000,INR
EMP0263,2024-04,1956000,148000,INR
EMP0263,2025-04,2087000,66000,INR
EMP0263,2026-04,2221000,98000,INR
EMP0264,2019-11,6128000,514000,INR
EMP0264,2020-04,6634000,146000,INR
EMP0265,2024-03,3553000,297000,INR
EMP0265,2024-04,3829000,489000,INR
EMP0265,2025-04,4083000,179000,INR
EMP0265,2026-04,4367000,639000,INR
EMP0266,2025-01,2977000,381000,INR
EMP0266,2025-04,3183000,307000,INR
EMP0266,2026-04,3499000,390000,INR
EMP0267,2023-09,511000,25000,INR
EMP0267,2024-04,544000,86000,INR
EMP0267,2025-04,586000,31000,INR
EMP0267,2026-04,626000,61000,INR
EMP0268,2020-03,3268000,330000,INR
EMP0268,2020-04,3813000,480000,INR
EMP0268,2021-04,4446000,1102000,INR
EMP0268,2022-04,5228000,315000,INR
EMP0268,2023-04,6151000,1076000,INR
EMP0268,2024-04,7248000,1030000,INR
EMP0268,2025-04,8456000,1556000,INR
EMP0268,2026-04,9964000,1583000,INR
EMP0269,2022-05,1254000,177000,INR
EMP0269,2023-04,1362000,151000,INR
EMP0269,2024-04,1499000,217000,INR
EMP0269,2025-04,1622000,41000,INR
EMP0270,2022-06,1104000,170000,INR
EMP0270,2023-04,1274000,273000,INR
EMP0270,2024-04,1466000,212000,INR
EMP0270,2025-04,1693000,409000,INR
EMP0270,2026-04,1935000,13000,INR
EMP0271,2025-05,3135000,28000,INR
EMP0271,2026-04,3406000,550000,INR
EMP0272,2022-04,1020000,138000,INR
EMP0272,2023-04,1181000,49000,INR
EMP0272,2024-04,1384000,310000,INR
EMP0272,2025-04,1613000,157000,INR
EMP0273,2019-10,1213000,191000,INR
EMP0273,2020-04,1288000,121000,INR
EMP0273,2021-04,1427000,68000,INR
EMP0273,2022-04,1554000,96000,INR
EMP0273,2023-04,1652000,169000,INR
EMP0274,2025-07,2554000,173000,INR
EMP0274,2026-04,2710000,34000,INR
EMP0275,2024-01,3366000,457000,INR
EMP0275,2024-04,3932000,783000,INR
EMP0276,2024-05,2274000,35000,INR
EMP0277,2025-07,4136000,65000,INR
EMP0277,2026-04,4441000,731000,INR
EMP0278,2025-12,1686000,354000,INR
EMP0278,2026-04,1949000,428000,INR
EMP0279,2024-04,693000,89000,INR
EMP0279,2025-04,750000,25000,INR
EMP0280,2021-09,2196000,99000,INR
EMP0280,2022-04,2375000,385000,INR
EMP0280,2023-04,2591000,355000,INR
EMP0280,2024-04,2866000,73000,INR
EMP0280,2025-04,3173000,78000,INR
EMP0280,2026-04,3417000,377000,INR
EMP0281,2020-03,513000,2000,INR
EMP0281,2020-04,550000,72000,INR
EMP0281,2021-04,602000,6000,INR
EMP0281,2022-04,661000,65000,INR
EMP0281,2023-04,704000,125000,INR
EMP0282,2025-08,1131000,199000,INR
EMP0282,2026-04,1215000,36000,INR
EMP0283,2024-11,782000,58000,INR
EMP0283,2025-04,840000,43000,INR
EMP0283,2026-04,915000,99000,INR
EMP0284,2019-04,590000,103000,INR
EMP0284,2020-04,637000,21000,INR
EMP0284,2021-04,703000,104000,INR
EMP0284,2022-04,750000,78000,INR
EMP0284,2023-04,827000,80000,INR
EMP0284,2024-04,895000,90000,INR
EMP0284,2025-04,967000,160000,INR
EMP0285,2026-05,5813000,1366000,INR
EMP0286,2019-07,978000,66000,INR
EMP0286,2020-04,1077000,134000,INR
EMP0286,2021-04,1172000,32000,INR
EMP0286,2022-04,1257000,155000,INR
EMP0287,2020-03,792000,80000,INR
EMP0287,2020-04,843000,150000,INR
EMP0287,2021-04,914000,45000,INR
EMP0287,2022-04,970000,91000,INR
EMP0287,2023-04,1048000,181000,INR
EMP0288,2025-03,979000,109000,INR
EMP0288,2025-04,1043000,167000,INR
EMP0288,2026-04,1138000,73000,INR
EMP0289,2019-11,1042000,112000,INR
EMP0289,2020-04,1117000,58000,INR
EMP0289,2021-04,1211000,80000,INR
EMP0290,2021-12,700000,39000,INR
EMP0290,2022-04,753000,39000,INR
EMP0290,2023-04,822000,125000,INR
EMP0290,2024-04,896000,97000,INR
EMP0290,2025-04,982000,123000,INR
EMP0291,2023-08,2454000,255000,INR
EMP0291,2024-04,2681000,259000,INR
EMP0291,2025-04,2903000,5000,INR
EMP0292,2025-09,616000,9000,INR
EMP0292,2026-04,659000,114000,INR
EMP0293,2021-07,1970000,299000,INR
EMP0293,2022-04,2306000,149000,INR
EMP0293,2023-04,2634000,345000,INR
EMP0293,2024-04,3034000,673000,INR
EMP0293,2025-04,3505000,275000,INR
EMP0293,2026-04,4040000,26000,INR
EMP0294,2023-04,724000,43000,INR
EMP0294,2024-04,799000,11000,INR
EMP0294,2025-04,870000,135000,INR
EMP0294,2026-04,963000,60000,INR
EMP0295,2019-10,1309000,225000,INR
EMP0295,2020-04,1448000,257000,INR
EMP0295,2021-04,1596000,181000,INR
EMP0295,2022-04,1730000,8000,INR
EMP0295,2023-04,1854000,147000,INR
EMP0295,2024-04,2027000,107000,INR
EMP0295,2025-04,2165000,80000,INR
EMP0295,2026-04,2392000,269000,INR
EMP0296,2023-05,655000,87000,INR
EMP0296,2024-04,697000,62000,INR
EMP0296,2025-04,754000,111000,INR
EMP0296,2026-04,803000,53000,INR
EMP0297,2021-08,3642000,432000,INR
EMP0297,2022-04,4010000,581000,INR
EMP0297,2023-04,4381000,112000,INR
EMP0297,2024-04,4781000,766000,INR
EMP0297,2025-04,5117000,98000,INR
EMP0298,2020-12,1010000,108000,INR
EMP0298,2021-04,1073000,79000,INR
EMP0298,2022-04,1154000,151000,INR
EMP0298,2023-04,1249000,31000,INR
EMP0298,2024-04,1352000,7000,INR
EMP0298,2025-04,1483000,78000,INR
EMP0298,2026-04,1615000,28000,INR
EMP0299,2024-10,876000,82000,INR
EMP0299,2025-04,963000,107000,INR
EMP0299,2026-04,1038000,107000,INR
EMP0300,2025-11,1069000,47000,INR
EMP0300,2026-04,1258000,184000,INR
EMP0301,2020-09,884000,146000,INR
EMP0301,2021-04,938000,35000,INR
EMP0302,2021-08,2370000,58000,INR
EMP0302,2022-04,2793000,639000,INR
EMP0302,2023-04,3194000,718000,INR
EMP0302,2024-04,3762000,761000,INR
EMP0302,2025-04,4471000,1046000,INR
EMP0303,2022-01,1150000,135000,INR
EMP0303,2022-04,1231000,207000,INR
EMP0303,2023-04,1355000,187000,INR
EMP0303,2024-04,1493000,139000,INR
EMP0303,2025-04,1621000,192000,INR
EMP0304,2022-02,772000,2000,INR
EMP0304,2022-04,913000,213000,INR
EMP0304,2023-04,1041000,137000,INR
EMP0304,2024-04,1239000,159000,INR
EMP0304,2025-04,1463000,75000,INR
EMP0305,2025-09,1835000,68000,INR
EMP0305,2026-04,1984000,228000,INR
EMP0306,2019-09,545000,35000,INR
EMP0306,2020-04,603000,22000,INR
EMP0306,2021-04,645000,96000,INR
EMP0306,2022-04,702000,24000,INR
EMP0306,2023-04,758000,77000,INR
EMP0306,2024-04,835000,73000,INR
EMP0306,2025-04,885000,109000,INR
EMP0306,2026-04,980000,119000,INR
EMP0307,2025-09,810000,112000,INR
EMP0307,2026-04,890000,134000,INR
EMP0308,2026-02,545000,75000,INR
EMP0308,2026-04,589000,59000,INR
EMP0309,2025-07,3551000,522000,INR
EMP0309,2026-04,3895000,473000,INR
EMP0310,2025-03,599000,13000,INR
EMP0310,2025-04,689000,123000,INR
EMP0310,2026-04,805000,22000,INR
EMP0311,2019-11,1587000,216000,INR
EMP0311,2020-04,1717000,168000,INR
EMP0311,2021-04,1821000,41000,INR
EMP0311,2022-04,1973000,298000,INR
EMP0311,2023-04,2097000,116000,INR
EMP0311,2024-04,2308000,354000,INR
EMP0311,2025-04,2497000,216000,INR
EMP0311,2026-04,2766000,43000,INR
EMP0312,2025-03,616000,49000,INR
EMP0312,2025-04,667000,4000,INR
EMP0312,2026-04,738000,15000,INR
EMP0313,2020-01,683000,6000,INR
EMP0313,2020-04,727000,91000,INR
EMP0313,2021-04,794000,124000,INR
EMP0313,2022-04,870000,38000,INR
EMP0313,2023-04,935000,19000,INR
EMP0314,2024-04,5574000,667000,INR
EMP0314,2025-04,6136000,925000,INR
EMP0315,2020-11,1335000,115000,INR
EMP0315,2021-04,1479000,104000,INR
EMP0315,2022-04,1620000,245000,INR
EMP0315,2023-04,1798000,217000,INR
EMP0315,2024-04,1972000,105000,INR
EMP0315,2025-04,2144000,378000,INR
EMP0315,2026-04,2327000,138000,INR
EMP0316,2022-10,537000,25000,INR
EMP0316,2023-04,596000,102000,INR
EMP0316,2024-04,649000,46000,INR
EMP0317,2025-11,3364000,239000,INR
EMP0317,2026-04,3645000,344000,INR
EMP0318,2020-09,1941000,340000,INR
EMP0318,2021-04,2115000,55000,INR
EMP0318,2022-04,2258000,130000,INR
EMP0318,2023-04,2415000,163000,INR
EMP0318,2024-04,2600000,148000,INR
EMP0318,2025-04,2768000,279000,INR
EMP0318,2026-04,3069000,179000,INR
EMP0319,2019-01,456000,67000,INR
EMP0319,2019-04,489000,33000,INR
EMP0319,2020-04,537000,11000,INR
EMP0320,2021-05,2172000,20000,INR
EMP0320,2022-04,2545000,477000,INR
EMP0320,2023-04,2956000,441000,INR
EMP0320,2024-04,3473000,396000,INR
EMP0320,2025-04,4080000,895000,INR
EMP0320,2026-04,4795000,267000,INR
EMP0321,2020-04,964000,151000,INR
EMP0321,2021-04,1070000,84000,INR
EMP0321,2022-04,1174000,147000,INR
EMP0322,2025-12,1067000,138000,INR
EMP0322,2026-04,1172000,208000,INR
EMP0323,2023-11,889000,28000,INR
EMP0323,2024-04,957000,147000,INR
EMP0323,2025-04,1016000,89000,INR
EMP0323,2026-04,1126000,27000,INR
EMP0324,2025-09,756000,55000,INR
EMP0324,2026-04,832000,15000,INR
EMP0325,2023-05,839000,99000,INR
EMP0326,2020-03,475000,67000,INR
EMP0326,2020-04,527000,73000,INR
EMP0326,2021-04,580000,50000,INR
EMP0327,2024-04,2983000,228000,INR
EMP0327,2025-04,3283000,542000,INR
EMP0327,2026-04,3552000,415000,INR
EMP0328,2021-03,625000,72000,INR
EMP0328,2021-04,683000,57000,INR
EMP0328,2022-04,749000,3000,INR
EMP0329,2020-08,1288000,162000,INR
EMP0329,2021-04,1425000,157000,INR
EMP0329,2022-04,1535000,150000,INR
EMP0330,2023-01,449000,74000,INR
EMP0330,2023-04,481000,65000,INR
EMP0330,2024-04,513000,49000,INR
EMP0330,2025-04,548000,77000,INR
EMP0330,2026-04,603000,2000,INR
EMP0331,2024-08,574000,40000,INR
EMP0331,2025-04,617000,83000,INR
EMP0331,2026-04,679000,2000,INR
EMP0332,2024-07,2600000,15000,INR
EMP0332,2025-04,2832000,372000,INR
EMP0332,2026-04,3003000,256000,INR
EMP0333,2024-04,1397000,186000,INR
EMP0333,2025-04,1496000,114000,INR
EMP0333,2026-04,1620000,96000,INR
EMP0334,2025-04,2464000,405000,INR
EMP0334,2026-04,2927000,352000,INR
EMP0335,2026-03,1011000,5000,INR
